# Fundamental-mode classical Cepheids in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2015 (Acta Astronomica 65, 297), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/65/297 tables lmccep/smccep for the periods and
#   mean magnitudes and lmcident/smcident for the positions. Downloaded 2026-08-17.
#
# 2315 LMC and 2637 SMC stars: every star the catalogue marks as pulsating in
#   the fundamental mode (Mode = F) with both a mean V and a mean I magnitude. First
#   overtone and multi-mode Cepheids are left out — they follow their own, offset
#   period-luminosity relation and would double the ridge.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum light
#   (HJD - 2450000), carried so a light curve can be folded on the same convention.
# mean_v_mag and mean_i_mag are intensity-mean magnitudes, not averaged magnitudes,
#   and they are apparent: no extinction correction has been applied here. The
#   Wesenheit index I - 1.55 (V - I), which is what makes the relation tight, is
#   derived in the scene rather than stored, so the correction stays visible.
# i_amplitude_mag is the peak-to-peak I-band amplitude.
cloud,star,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag,ra_deg,dec_deg
SMC,OGLE-SMC-CEP-0381,1.6915927,6000.06897,17.334,16.730,0.769,10.226708,-74.230389
SMC,OGLE-SMC-CEP-0383,2.6227441,6001.51602,16.876,16.369,0.766,10.239625,-74.709528
SMC,OGLE-SMC-CEP-0384,3.7378783,6001.75295,16.395,15.693,0.532,10.251042,-73.881194
SMC,OGLE-SMC-CEP-0386,1.2842494,6001.26248,17.720,17.186,0.743,10.255542,-73.932417
SMC,OGLE-SMC-CEP-0387,13.0907701,6002.51578,14.754,13.982,0.476,10.266125,-73.527722
SMC,OGLE-SMC-CEP-0388,1.4740199,6000.78052,17.908,17.192,0.633,10.274542,-73.415111
SMC,OGLE-SMC-CEP-0389,1.9564787,6000.50125,17.339,16.627,0.293,10.275792,-72.716556
SMC,OGLE-SMC-CEP-0390,1.6303457,6000.38488,17.425,16.865,0.556,10.282208,-73.254444
SMC,OGLE-SMC-CEP-0392,3.0752094,6002.78565,16.572,15.868,0.467,10.293417,-72.554889
SMC,OGLE-SMC-CEP-0393,1.3765098,6001.11891,17.885,17.263,0.692,10.294917,-73.813417
SMC,OGLE-SMC-CEP-0394,1.2012867,6001.03935,18.064,17.380,0.469,10.295750,-73.828611
SMC,OGLE-SMC-CEP-0395,2.3062530,6000.66870,16.821,16.219,0.788,10.310000,-73.543000
SMC,OGLE-SMC-CEP-0396,1.5269412,6000.93957,17.367,16.740,0.716,10.313125,-73.089694
SMC,OGLE-SMC-CEP-0398,1.2415735,6000.72533,17.715,17.081,0.480,10.316000,-72.579222
SMC,OGLE-SMC-CEP-0401,1.2598657,6000.62027,18.022,17.407,0.629,10.333375,-74.009778
SMC,OGLE-SMC-CEP-0402,1.4617763,6000.62662,17.790,17.059,0.378,10.337750,-73.256639
SMC,OGLE-SMC-CEP-0404,7.4824710,6002.19962,15.135,14.467,0.498,10.350125,-73.361250
SMC,OGLE-SMC-CEP-0406,0.9823715,6000.83765,18.465,17.784,0.333,10.360250,-73.076889
SMC,OGLE-SMC-CEP-0407,1.4665644,6000.36352,17.625,16.945,0.272,10.366375,-73.221417
SMC,OGLE-SMC-CEP-0412,3.2420726,6000.64718,16.690,15.877,0.378,10.412583,-73.015444
SMC,OGLE-SMC-CEP-0414,1.7184529,6000.83125,17.652,17.003,0.638,10.423000,-74.202639
SMC,OGLE-SMC-CEP-0416,1.2495095,6001.13014,18.026,17.445,0.608,10.427375,-74.369944
SMC,OGLE-SMC-CEP-0418,1.8121120,6001.47410,17.485,16.761,0.345,10.436250,-73.242556
SMC,OGLE-SMC-CEP-0419,1.7201374,6001.45131,17.643,16.923,0.480,10.439042,-72.999583
SMC,OGLE-SMC-CEP-0420,3.1653084,6002.48366,16.554,15.886,0.826,10.442250,-73.237444
SMC,OGLE-SMC-CEP-0421,1.6850349,6001.40909,17.526,16.824,0.486,10.452250,-73.294778
SMC,OGLE-SMC-CEP-0423,12.4088108,6007.10876,15.055,14.261,0.428,10.454500,-73.728417
SMC,OGLE-SMC-CEP-0425,2.1662971,6000.91097,16.893,16.315,0.803,10.461083,-73.172167
SMC,OGLE-SMC-CEP-0427,2.4746091,6001.84138,16.696,16.097,0.740,10.468833,-73.423861
SMC,OGLE-SMC-CEP-0428,1.5971247,6000.04028,17.279,16.722,0.578,10.469958,-72.742139
SMC,OGLE-SMC-CEP-0429,1.9987474,6001.54201,16.849,16.254,0.824,10.471542,-73.162611
SMC,OGLE-SMC-CEP-0431,16.7419693,6007.74098,14.524,13.655,0.618,10.481208,-73.539917
SMC,OGLE-SMC-CEP-0432,1.4582007,6000.78039,17.785,17.054,0.409,10.481583,-73.134722
SMC,OGLE-SMC-CEP-0433,1.5661074,6000.73029,17.504,16.815,0.414,10.484667,-72.944333
SMC,OGLE-SMC-CEP-0434,10.6808223,6010.39896,15.134,14.314,0.394,10.488708,-73.523444
SMC,OGLE-SMC-CEP-0435,1.1460034,6000.38570,17.827,17.217,0.315,10.494292,-74.154000
SMC,OGLE-SMC-CEP-0437,1.3900881,6000.95573,17.599,16.972,0.788,10.498000,-73.079556
SMC,OGLE-SMC-CEP-0439,1.3051110,6000.71478,17.831,17.165,0.350,10.500417,-73.338611
SMC,OGLE-SMC-CEP-0441,2.0247035,6000.62667,17.158,16.558,0.827,10.520708,-73.641583
SMC,OGLE-SMC-CEP-0442,2.0662846,6000.64073,17.425,16.643,0.613,10.524125,-73.042083
SMC,OGLE-SMC-CEP-0443,4.0373192,6001.99758,16.443,15.671,0.149,10.525083,-73.061444
SMC,OGLE-SMC-CEP-0444,8.8434024,6000.87842,15.487,14.635,0.317,10.525833,-73.299333
SMC,OGLE-SMC-CEP-0446,2.7475142,6000.24538,16.402,15.813,0.804,10.534042,-72.952472
SMC,OGLE-SMC-CEP-0448,1.4556836,6001.01573,17.548,16.931,0.616,10.544708,-73.352167
SMC,OGLE-SMC-CEP-0450,1.2759653,6000.48507,17.755,17.150,0.289,10.549083,-73.116639
SMC,OGLE-SMC-CEP-0454,1.4775159,6000.67958,17.482,16.841,0.748,10.561292,-73.067972
SMC,OGLE-SMC-CEP-0455,4.3883984,6001.49969,16.432,15.688,0.446,10.563375,-73.711972
SMC,OGLE-SMC-CEP-0457,1.2833386,6000.55520,17.326,16.712,0.425,10.583042,-74.035917
SMC,OGLE-SMC-CEP-0458,1.5290161,6001.03002,17.526,16.849,0.308,10.584333,-72.602139
SMC,OGLE-SMC-CEP-0460,1.4252491,6000.17751,17.985,17.358,0.638,10.592000,-73.852722
SMC,OGLE-SMC-CEP-0462,1.6518037,6000.57263,17.708,16.974,0.318,10.593708,-73.057083
SMC,OGLE-SMC-CEP-0463,2.3158508,6000.27700,16.989,16.324,0.312,10.595458,-73.369472
SMC,OGLE-SMC-CEP-0464,1.7543063,6000.62897,17.320,16.666,0.633,10.610375,-72.936528
SMC,OGLE-SMC-CEP-0467,2.1655111,6000.81772,17.152,16.495,0.317,10.637625,-72.929750
SMC,OGLE-SMC-CEP-0468,1.2950730,6000.09104,17.980,17.306,0.677,10.645000,-73.427250
SMC,OGLE-SMC-CEP-0469,1.4602150,6000.58907,17.793,17.138,0.415,10.646167,-73.924194
SMC,OGLE-SMC-CEP-0470,1.3125130,6001.01961,18.104,17.412,0.549,10.649167,-73.063361
SMC,OGLE-SMC-CEP-0472,1.2194640,6000.54277,17.383,16.505,0.250,10.668208,-73.778833
SMC,OGLE-SMC-CEP-0473,2.0113832,6000.43917,16.945,16.345,0.731,10.671500,-73.202056
SMC,OGLE-SMC-CEP-0474,1.4563303,6000.17209,17.295,16.689,0.548,10.672792,-72.648806
SMC,OGLE-SMC-CEP-0481,2.1897515,6001.02117,17.262,16.512,0.393,10.710250,-73.240361
SMC,OGLE-SMC-CEP-0482,1.0675811,6000.62939,18.212,17.596,0.359,10.711167,-74.635583
SMC,OGLE-SMC-CEP-0483,4.2624242,6001.95436,16.428,15.649,0.157,10.711333,-73.505056
SMC,OGLE-SMC-CEP-0484,1.3445585,6000.55187,17.745,17.119,0.708,10.715792,-73.053417
SMC,OGLE-SMC-CEP-0486,2.0621780,6001.46369,17.237,16.545,0.381,10.721667,-72.492417
SMC,OGLE-SMC-CEP-0487,1.0822838,6000.59413,18.201,17.441,0.593,10.731042,-73.352250
SMC,OGLE-SMC-CEP-0489,3.2417560,6000.90377,16.493,15.822,0.688,10.733625,-73.159889
SMC,OGLE-SMC-CEP-0492,2.0081585,6000.87921,17.208,16.515,0.316,10.736667,-73.122250
SMC,OGLE-SMC-CEP-0494,4.7581508,6000.08037,15.884,15.025,0.053,10.741917,-73.334889
SMC,OGLE-SMC-CEP-0495,6.3118060,6002.23091,16.038,15.217,0.107,10.743000,-73.091722
SMC,OGLE-SMC-CEP-0496,1.5125407,6000.52290,17.605,16.951,0.624,10.743833,-73.123306
SMC,OGLE-SMC-CEP-0497,1.7308416,6000.10397,17.117,16.539,0.624,10.745917,-73.167861
SMC,OGLE-SMC-CEP-0499,6.2287886,6003.47230,15.986,15.258,0.575,10.750667,-73.304222
SMC,OGLE-SMC-CEP-0501,1.6142195,6001.12019,17.644,16.944,0.304,10.751000,-73.174556
SMC,OGLE-SMC-CEP-0502,1.5877347,6000.13697,17.326,16.722,0.729,10.752292,-72.969583
SMC,OGLE-SMC-CEP-0503,1.3000148,6000.56328,17.814,17.151,0.680,10.752625,-73.091361
SMC,OGLE-SMC-CEP-0504,1.8508130,6001.69664,16.543,15.762,0.221,10.758833,-73.174861
SMC,OGLE-SMC-CEP-0505,1.1884114,6000.43839,17.942,17.283,0.496,10.759917,-73.149028
SMC,OGLE-SMC-CEP-0506,1.6276688,6001.11147,17.682,17.025,0.605,10.760958,-73.891500
SMC,OGLE-SMC-CEP-0508,1.7462369,6001.08916,17.718,16.897,0.431,10.766292,-73.422167
SMC,OGLE-SMC-CEP-0512,8.3964741,6002.52969,15.256,14.486,0.521,10.771708,-73.566583
SMC,OGLE-SMC-CEP-0513,1.9909070,6001.66707,17.353,16.651,0.576,10.772125,-73.201000
SMC,OGLE-SMC-CEP-0514,2.5414719,6001.60199,16.842,16.145,0.562,10.774417,-73.082222
SMC,OGLE-SMC-CEP-0518,15.7735175,6007.83502,15.184,14.173,0.445,10.801458,-73.325500
SMC,OGLE-SMC-CEP-0519,1.9331474,6001.29853,17.390,16.631,0.696,10.801875,-73.327778
SMC,OGLE-SMC-CEP-0521,10.7171935,6005.22860,15.254,14.386,0.162,10.809042,-73.601722
SMC,OGLE-SMC-CEP-0522,2.1815670,6001.29694,17.083,16.406,0.440,10.814292,-72.765472
SMC,OGLE-SMC-CEP-0523,1.6376934,6000.05781,17.511,16.829,0.428,10.822083,-73.083667
SMC,OGLE-SMC-CEP-0524,10.5271513,6003.02898,15.383,14.536,0.408,10.828208,-73.338833
SMC,OGLE-SMC-CEP-0526,1.5720864,6000.68955,17.646,16.907,0.334,10.837708,-73.145500
SMC,OGLE-SMC-CEP-0527,1.7262949,6000.02671,17.739,17.028,0.605,10.840958,-74.049750
SMC,OGLE-SMC-CEP-0531,1.4450699,6001.33241,17.476,16.879,0.733,10.854667,-72.845111
SMC,OGLE-SMC-CEP-0533,3.9094518,6000.91243,16.122,15.390,0.593,10.859375,-73.254417
SMC,OGLE-SMC-CEP-0537,1.2555230,6000.01284,18.024,17.422,0.603,10.866583,-74.556417
SMC,OGLE-SMC-CEP-0539,1.8539716,6001.27436,17.368,16.697,0.525,10.867542,-73.143972
SMC,OGLE-SMC-CEP-0540,1.1856602,6000.13875,18.082,17.443,0.497,10.872333,-74.624000
SMC,OGLE-SMC-CEP-0541,13.7056538,6010.08352,14.875,14.024,0.498,10.873625,-73.002556
SMC,OGLE-SMC-CEP-0542,1.9795691,6000.09011,17.112,16.421,0.347,10.876333,-72.616694
SMC,OGLE-SMC-CEP-0545,2.4319979,6001.45538,16.968,16.271,0.648,10.893667,-73.235972
SMC,OGLE-SMC-CEP-0546,1.7073291,6001.26423,17.372,16.782,0.815,10.899125,-74.009667
SMC,OGLE-SMC-CEP-0548,1.3735721,6000.40037,17.571,16.998,0.594,10.901292,-73.647889
SMC,OGLE-SMC-CEP-0551,3.2622756,6001.44799,16.473,15.807,0.742,10.904458,-73.128944
SMC,OGLE-SMC-CEP-0552,1.2564069,6000.23453,17.668,17.053,0.418,10.906917,-72.848333
SMC,OGLE-SMC-CEP-0553,1.6109403,6000.43381,17.496,16.878,0.661,10.907542,-72.992611
SMC,OGLE-SMC-CEP-0554,1.3798424,6000.68439,17.698,17.076,0.559,10.908542,-73.083861
SMC,OGLE-SMC-CEP-0555,1.6107962,6000.00540,17.583,16.918,0.482,10.912542,-73.038083
SMC,OGLE-SMC-CEP-0556,1.6668112,6001.20465,17.483,16.873,0.826,10.912917,-73.984139
SMC,OGLE-SMC-CEP-0558,1.9874406,6001.01850,17.045,16.410,0.548,10.913125,-72.874806
SMC,OGLE-SMC-CEP-0559,1.6991349,6001.17072,17.204,16.614,0.723,10.914583,-72.969194
SMC,OGLE-SMC-CEP-0563,5.7479041,6004.04342,15.534,14.862,0.610,10.926042,-74.180083
SMC,OGLE-SMC-CEP-0565,2.4033624,6002.09619,16.992,16.304,0.420,10.929542,-72.797417
SMC,OGLE-SMC-CEP-0566,1.6031685,6000.99344,17.670,16.975,0.398,10.932042,-73.090056
SMC,OGLE-SMC-CEP-0567,4.0389401,6000.83000,16.375,15.689,0.370,10.936417,-74.098028
SMC,OGLE-SMC-CEP-0570,10.8827914,6004.35159,15.213,14.354,0.556,10.947125,-73.240778
SMC,OGLE-SMC-CEP-0571,4.8967347,6000.28161,15.872,15.178,0.679,10.947875,-73.335500
SMC,OGLE-SMC-CEP-0573,2.0941387,6000.52324,17.292,16.691,0.624,10.951083,-72.665611
SMC,OGLE-SMC-CEP-0574,31.9279909,6012.09337,13.864,12.767,0.640,10.951917,-73.613556
SMC,OGLE-SMC-CEP-0576,14.4264068,6003.15433,15.110,14.122,0.498,10.963417,-73.332944
SMC,OGLE-SMC-CEP-0577,2.1379176,6000.26196,17.570,16.769,0.404,10.969583,-73.303278
SMC,OGLE-SMC-CEP-0579,1.9538168,6001.41568,17.383,16.641,0.332,10.973583,-73.233694
SMC,OGLE-SMC-CEP-0580,1.3705269,6001.22554,17.833,17.240,0.680,10.976625,-73.751556
SMC,OGLE-SMC-CEP-0581,1.7230661,6000.59635,17.137,16.454,0.572,10.981000,-72.995833
SMC,OGLE-SMC-CEP-0582,1.7877708,6000.34652,17.261,16.633,0.758,10.981125,-73.140083
SMC,OGLE-SMC-CEP-0584,4.6543656,6003.25652,16.058,15.296,0.420,10.988708,-73.191611
SMC,OGLE-SMC-CEP-0586,1.9034446,6001.70469,16.702,16.050,0.547,10.995000,-72.974333
SMC,OGLE-SMC-CEP-0588,2.4501599,6002.13066,17.051,16.328,0.318,10.997458,-73.331028
SMC,OGLE-SMC-CEP-0589,1.4496296,6000.64713,17.745,17.097,0.613,11.000833,-73.991806
SMC,OGLE-SMC-CEP-0594,1.6716472,6000.36022,17.541,16.863,0.711,11.007542,-73.140528
SMC,OGLE-SMC-CEP-0595,1.4008174,6000.89463,17.604,16.992,0.388,11.013000,-72.920472
SMC,OGLE-SMC-CEP-0596,3.0716983,6002.92976,17.170,16.282,0.400,11.013083,-73.277056
SMC,OGLE-SMC-CEP-0597,1.9693619,6001.10771,17.180,16.504,0.204,11.013292,-73.208278
SMC,OGLE-SMC-CEP-0598,2.4735444,6001.58559,17.161,16.413,0.204,11.014375,-73.265528
SMC,OGLE-SMC-CEP-0602,2.1475007,6000.20365,17.438,16.689,0.331,11.016000,-72.952167
SMC,OGLE-SMC-CEP-0604,2.1757762,6001.66290,17.187,16.469,0.778,11.018750,-73.260500
SMC,OGLE-SMC-CEP-0606,1.3183040,6000.51895,17.689,17.096,0.742,11.019125,-72.934667
SMC,OGLE-SMC-CEP-0607,1.9099091,6001.15802,17.014,16.430,0.766,11.019917,-73.086000
SMC,OGLE-SMC-CEP-0608,2.0266061,6000.97526,16.873,16.342,0.612,11.023458,-73.044333
SMC,OGLE-SMC-CEP-0609,1.7673241,6000.29900,17.428,16.724,0.745,11.024042,-73.178083
SMC,OGLE-SMC-CEP-0613,4.8322805,6003.20617,16.440,15.560,0.138,11.043667,-73.475583
SMC,OGLE-SMC-CEP-0614,1.3130017,6000.95520,17.882,17.304,0.763,11.044417,-72.745083
SMC,OGLE-SMC-CEP-0615,1.2054368,6001.08360,17.838,17.216,0.491,11.046458,-73.627111
SMC,OGLE-SMC-CEP-0616,1.6176572,6000.65606,17.264,16.679,0.804,11.049917,-74.363000
SMC,OGLE-SMC-CEP-0617,0.9946820,6000.34780,18.428,17.779,0.583,11.052125,-73.495028
SMC,OGLE-SMC-CEP-0619,1.8111450,6000.41428,17.551,16.817,0.479,11.059458,-73.126000
SMC,OGLE-SMC-CEP-0620,7.7218306,6006.87614,15.568,14.715,0.318,11.061583,-73.348833
SMC,OGLE-SMC-CEP-0621,1.4752050,6001.07991,17.744,17.087,0.520,11.063958,-73.193861
SMC,OGLE-SMC-CEP-0624,2.0606896,6001.54480,16.939,16.345,0.745,11.071417,-74.232250
SMC,OGLE-SMC-CEP-0627,1.4891608,6001.44676,17.663,16.981,0.687,11.078458,-73.213556
SMC,OGLE-SMC-CEP-0630,1.5566339,6001.21154,17.514,16.854,0.345,11.086833,-73.199667
SMC,OGLE-SMC-CEP-0633,1.5789977,6001.30056,17.644,16.945,0.558,11.088625,-73.078417
SMC,OGLE-SMC-CEP-0637,2.1600815,6002.11457,17.125,16.418,0.330,11.098875,-72.783944
SMC,OGLE-SMC-CEP-0638,1.6803601,6000.26336,18.058,17.158,0.656,11.100000,-73.275500
SMC,OGLE-SMC-CEP-0640,1.0733285,6000.39365,18.260,17.601,0.494,11.106042,-74.413861
SMC,OGLE-SMC-CEP-0641,1.9349573,6001.30629,17.113,16.504,0.734,11.106750,-72.766667
SMC,OGLE-SMC-CEP-0643,1.1327172,6000.13477,18.071,17.473,0.706,11.109417,-74.043389
SMC,OGLE-SMC-CEP-0644,6.3004715,6002.43444,16.088,15.182,0.586,11.111208,-73.379444
SMC,OGLE-SMC-CEP-0647,2.5775065,6000.35825,16.735,16.091,0.741,11.111875,-72.851000
SMC,OGLE-SMC-CEP-0650,1.7530097,6001.07936,17.543,16.851,0.445,11.114500,-72.896000
SMC,OGLE-SMC-CEP-0651,5.7946657,6002.59902,16.065,15.229,0.072,11.118333,-73.456778
SMC,OGLE-SMC-CEP-0652,1.5615305,6000.45327,17.310,16.685,0.465,11.118333,-72.790278
SMC,OGLE-SMC-CEP-0654,1.3719572,6000.76707,17.737,17.104,0.683,11.120833,-73.384833
SMC,OGLE-SMC-CEP-0658,10.4305741,6005.46082,15.456,14.563,0.171,11.127500,-73.971972
SMC,OGLE-SMC-CEP-0659,1.7986924,6001.29612,17.339,16.574,0.399,11.127917,-73.901583
SMC,OGLE-SMC-CEP-0660,1.4390218,6001.32377,16.981,16.526,0.700,11.128708,-72.448000
SMC,OGLE-SMC-CEP-0662,1.5793803,6001.44905,17.633,16.931,0.399,11.137208,-72.810917
SMC,OGLE-SMC-CEP-0668,8.0605223,6003.00367,15.170,14.411,0.584,11.157875,-73.136889
SMC,OGLE-SMC-CEP-0669,1.6384967,6000.01660,17.666,16.932,0.387,11.158625,-73.466778
SMC,OGLE-SMC-CEP-0670,1.9876794,6000.83182,17.145,16.475,0.493,11.158667,-73.046583
SMC,OGLE-SMC-CEP-0671,1.0984353,6000.56763,18.259,17.617,0.588,11.158833,-74.022528
SMC,OGLE-SMC-CEP-0672,8.8806413,6004.32105,15.451,14.580,0.062,11.165208,-73.263306
SMC,OGLE-SMC-CEP-0674,2.0200614,6001.92482,17.501,16.710,0.345,11.172417,-73.134028
SMC,OGLE-SMC-CEP-0675,1.2363777,6000.69743,17.977,17.377,0.658,11.175417,-73.706306
SMC,OGLE-SMC-CEP-0676,1.3388083,6000.12243,18.332,17.512,0.748,11.178542,-73.288944
SMC,OGLE-SMC-CEP-0678,2.0562997,6001.47015,17.076,16.448,0.762,11.182000,-73.405861
SMC,OGLE-SMC-CEP-0679,1.2946880,6001.22305,17.844,17.171,0.654,11.182042,-73.176000
SMC,OGLE-SMC-CEP-0681,1.2176349,6000.35358,17.652,17.074,0.409,11.186917,-73.331167
SMC,OGLE-SMC-CEP-0682,1.6776929,6000.07680,17.614,16.927,0.425,11.190167,-72.756917
SMC,OGLE-SMC-CEP-0683,1.8784953,6001.49878,17.554,16.810,0.624,11.192167,-73.228194
SMC,OGLE-SMC-CEP-0684,3.2183076,6002.38634,16.789,16.000,0.446,11.195167,-73.133306
SMC,OGLE-SMC-CEP-0685,1.4027251,6001.20247,17.427,16.849,0.695,11.199167,-73.218417
SMC,OGLE-SMC-CEP-0688,3.4630474,6001.45434,17.280,16.449,0.193,11.208625,-73.358306
SMC,OGLE-SMC-CEP-0689,3.0429353,6001.32712,16.806,16.051,0.336,11.215417,-73.565889
SMC,OGLE-SMC-CEP-0692,1.5806374,6000.25282,17.537,16.886,0.770,11.220958,-73.267250
SMC,OGLE-SMC-CEP-0694,9.1447768,6001.27359,16.041,14.988,0.530,11.223208,-73.290000
SMC,OGLE-SMC-CEP-0697,0.9436448,6000.69106,18.623,17.941,0.477,11.238417,-73.911389
SMC,OGLE-SMC-CEP-0698,2.7444152,6001.28414,17.047,16.230,0.301,11.251250,-73.251000
SMC,OGLE-SMC-CEP-0700,4.3409513,6001.34322,16.084,15.347,0.587,11.255833,-73.208861
SMC,OGLE-SMC-CEP-0701,1.6360128,6001.44735,17.323,16.712,0.576,11.257875,-74.007056
SMC,OGLE-SMC-CEP-0704,4.5114318,6001.67203,15.901,15.206,0.627,11.264417,-73.254722
SMC,OGLE-SMC-CEP-0705,10.4850576,6003.71024,15.428,14.588,0.443,11.264833,-73.307806
SMC,OGLE-SMC-CEP-0706,2.1960326,6002.19575,17.693,16.760,0.248,11.267500,-73.170083
SMC,OGLE-SMC-CEP-0707,0.9985363,6000.98977,18.135,17.532,0.359,11.268083,-72.747333
SMC,OGLE-SMC-CEP-0709,1.7320698,6001.35198,16.897,16.426,0.687,11.269583,-72.984667
SMC,OGLE-SMC-CEP-0711,1.6787896,6001.52164,17.039,16.496,0.304,11.270375,-72.936556
SMC,OGLE-SMC-CEP-0712,1.6481459,6000.84706,17.740,16.984,0.354,11.273875,-73.324389
SMC,OGLE-SMC-CEP-0714,1.6855103,6000.19449,18.162,17.242,0.466,11.275167,-73.288583
SMC,OGLE-SMC-CEP-0715,1.2411402,6000.99811,18.080,17.358,0.537,11.275750,-73.153111
SMC,OGLE-SMC-CEP-0716,1.4266552,6000.25457,17.665,17.030,0.246,11.277917,-72.914139
SMC,OGLE-SMC-CEP-0717,1.7213755,6001.09574,17.410,16.728,0.336,11.286875,-72.967333
SMC,OGLE-SMC-CEP-0723,1.5859789,6000.59515,16.192,15.295,0.115,11.299583,-72.839611
SMC,OGLE-SMC-CEP-0724,1.7792671,6001.32472,16.981,16.433,0.785,11.301583,-72.960250
SMC,OGLE-SMC-CEP-0729,1.2400089,6000.22101,17.855,17.206,0.321,11.305875,-72.810861
SMC,OGLE-SMC-CEP-0732,1.5925642,6001.13379,17.535,16.907,0.739,11.310292,-73.490806
SMC,OGLE-SMC-CEP-0737,1.9147465,6001.26680,17.041,16.456,0.828,11.317917,-72.889000
SMC,OGLE-SMC-CEP-0739,1.8692753,6001.31356,17.792,16.919,0.430,11.325125,-73.137111
SMC,OGLE-SMC-CEP-0740,2.2984777,6001.52810,16.990,16.349,0.337,11.327625,-73.489639
SMC,OGLE-SMC-CEP-0741,1.9349335,6001.45139,17.335,16.701,0.472,11.330792,-73.225222
SMC,OGLE-SMC-CEP-0742,1.6175124,6000.28462,17.509,16.866,0.585,11.332875,-73.565417
SMC,OGLE-SMC-CEP-0745,1.5474952,6000.63751,17.232,16.697,0.777,11.340583,-73.307500
SMC,OGLE-SMC-CEP-0746,1.4379908,6001.06943,17.503,16.872,0.539,11.347167,-73.220333
SMC,OGLE-SMC-CEP-0747,1.4573311,6001.45484,17.654,16.980,0.557,11.347625,-73.037167
SMC,OGLE-SMC-CEP-0748,1.8252208,6000.09601,17.148,16.553,0.801,11.348250,-72.985556
SMC,OGLE-SMC-CEP-0750,1.5768673,6001.43383,17.710,16.983,0.609,11.352292,-73.049639
SMC,OGLE-SMC-CEP-0751,1.2110898,6000.94257,18.456,17.655,0.507,11.353958,-73.265417
SMC,OGLE-SMC-CEP-0752,3.9111224,6003.64501,16.276,15.541,0.605,11.354417,-73.196306
SMC,OGLE-SMC-CEP-0753,1.6869481,6000.84172,17.409,16.683,0.743,11.354750,-73.147972
SMC,OGLE-SMC-CEP-0755,6.6482019,6004.53102,15.455,14.711,0.398,11.361333,-72.453139
SMC,OGLE-SMC-CEP-0757,2.2434992,6000.25825,17.121,16.392,0.731,11.376667,-73.113722
SMC,OGLE-SMC-CEP-0761,6.4634351,6000.08312,15.896,15.116,0.443,11.391083,-73.724028
SMC,OGLE-SMC-CEP-0762,1.2852809,6001.03011,17.896,17.192,0.247,11.396333,-73.424972
SMC,OGLE-SMC-CEP-0763,1.5897285,6000.48953,18.820,17.727,0.342,11.400208,-73.366944
SMC,OGLE-SMC-CEP-0766,1.8214142,6001.44220,17.443,16.682,0.411,11.409750,-73.042361
SMC,OGLE-SMC-CEP-0767,1.7152696,6000.03765,18.089,17.183,0.280,11.410542,-73.248139
SMC,OGLE-SMC-CEP-0768,1.5641750,6000.96223,17.460,16.768,0.596,11.411958,-72.930611
SMC,OGLE-SMC-CEP-0769,1.2638600,6000.00944,17.836,17.232,0.374,11.415708,-72.881583
SMC,OGLE-SMC-CEP-0770,2.1539445,6000.44044,16.783,16.208,0.750,11.417708,-73.571306
SMC,OGLE-SMC-CEP-0771,1.8425279,6000.63794,17.609,16.870,0.658,11.422875,-73.215278
SMC,OGLE-SMC-CEP-0773,2.1061802,6000.30950,17.361,16.666,0.597,11.426375,-73.304306
SMC,OGLE-SMC-CEP-0774,1.9146616,6000.68535,17.216,16.595,0.659,11.427708,-72.877889
SMC,OGLE-SMC-CEP-0776,8.8488496,6003.13453,15.162,14.411,0.397,11.432292,-73.398750
SMC,OGLE-SMC-CEP-0777,1.5049266,6001.32548,17.805,17.112,0.333,11.440667,-73.537528
SMC,OGLE-SMC-CEP-0778,1.6344825,6000.88211,17.352,16.744,0.715,11.448292,-72.888778
SMC,OGLE-SMC-CEP-0780,1.7416155,6000.72869,17.364,16.770,0.772,11.453375,-74.319361
SMC,OGLE-SMC-CEP-0784,1.7149314,6000.99939,17.595,16.864,0.475,11.462667,-73.115750
SMC,OGLE-SMC-CEP-0786,1.1803223,6000.88831,18.131,17.480,0.314,11.468500,-73.909611
SMC,OGLE-SMC-CEP-0787,1.9276187,6000.52316,17.297,16.624,0.659,11.469875,-72.993528
SMC,OGLE-SMC-CEP-0788,0.9653583,6000.79853,17.978,17.406,0.440,11.470125,-72.892944
SMC,OGLE-SMC-CEP-0791,2.2689058,6000.91623,17.356,16.553,0.631,11.473625,-73.154389
SMC,OGLE-SMC-CEP-0793,8.0399256,6005.23005,15.297,14.566,0.555,11.481458,-73.506500
SMC,OGLE-SMC-CEP-0794,1.8470682,6001.25957,17.192,16.543,0.515,11.483250,-73.162556
SMC,OGLE-SMC-CEP-0795,5.6391567,6003.72743,16.291,15.378,0.277,11.484667,-73.167000
SMC,OGLE-SMC-CEP-0796,1.2698599,6001.23630,18.332,17.574,0.523,11.486042,-73.179306
SMC,OGLE-SMC-CEP-0798,2.2992281,6000.01506,16.003,15.578,0.104,11.490375,-72.921500
SMC,OGLE-SMC-CEP-0799,1.1540794,6000.04859,17.901,17.319,0.747,11.491125,-73.779639
