# ATNF Pulsar Catalogue periods and characteristic ages.
# Source: Manchester, Hobbs, Teoh & Hobbs 2005, AJ 129, 1993,
#   VizieR B/psr (CDS catalogue B/psr).
#   https://cdsarc.cds.unistra.fr/viz-bin/cat/B/psr
# Downloaded 2026-08-17 via VizieR Harvard.
#
# One row per pulsar that has both a barycentric period P0 and a
#   characteristic age Age = P/(2Pdot). Pulsars without a measured
#   spin-down are omitted. VizieR B/psr does not publish Pdot as a
#   column; the film recovers it as P / (2 tau).
# Age is in years as tabulated. Edot is the catalogue spin-down
#   luminosity in erg/s. dm_pc_cm3 and distance_kpc are blank when
#   the catalogue has no value.
# This is the 2005 VizieR snapshot, not a live ATNF query.
jname,period_s,dm_pc_cm3,distance_kpc,age_yr,edot_erg_s
J1547-5750,0.64719774666000,148.000000,3.91,401000000.0,3.700e+30
J1547-5839,0.24219032376800,222.300000,7.19,6460000.0,1.700e+33
J1548-4821,0.14565471947000,126.000000,3.76,2880000000.0,1.000e+31
J1548-4927,0.60273807770400,141.200000,3.89,2360000.0,7.300e+32
J1548-5607,0.17093399269500,315.500000,6.95,252000.0,8.500e+34
J1549+2113,1.26247131161300,24.800000,2.33,23400000.0,1.700e+31
J1549-4848,0.28834676312200,55.983000,1.54,324000.0,2.300e+34
J1549-5722,0.49777239400000,102.000000,2.93,168000000.0,1.500e+31
J1550-5242,0.74965894957000,337.700000,6.67,668000.0,1.700e+33
J1550-5317,1.42112434544000,600.000000,8.45,24100000.0,1.300e+31
J1550-5418,2.06983302000000,830.000000,4.00,1410.0,1.000e+35
J1551-4424,0.67406036100000,66.500000,1.98,56800000.0,2.400e+31
J1551-5310,0.45339416464000,493.000000,7.52,36800.0,8.300e+34
J1552-4937,0.00628431138142,114.190000,3.36,5240000000.0,3.000e+33
J1553-5456,1.08132824690000,210.000000,4.80,1090000.0,4.900e+32
J1554-5209,0.12522955840250,130.800000,3.44,865000.0,4.600e+34
J1554-5512,3.41803931300000,450.000000,8.05,1740000.0,3.100e+31
J1555-0515,0.97540989108000,23.460000,1.66,7520000.0,8.700e+31
J1555-2341,0.53257774120910,51.901000,4.61,12200000.0,1.800e+32
J1555-3134,0.51810977980080,73.045000,6.10,132000000.0,1.800e+31
J1556-5358,0.99468068673000,436.000000,6.96,1510000.0,4.200e+32
J1557-4258,0.32918685775800,144.497000,7.53,15800000.0,3.700e+32
J1558-5419,0.59457526355000,657.000000,9.09,1560000.0,1.100e+33
J1558-5756,1.12234168628000,127.800000,3.74,95400.0,5.200e+33
J1559-4438,0.25705609765080,56.100000,2.30,4000000.0,2.400e+33
J1559-5545,0.95724244240000,212.900000,5.09,741000.0,9.200e+32
J1600-3053,0.00359792850965,52.324900,1.80,6000000000.0,8.100e+33
J1600-5044,0.19260123278110,260.560000,6.90,603000.0,2.800e+34
J1600-5751,0.19445448224700,176.550000,5.32,1450000.0,1.100e+34
J1600-5916,1.24766617400000,177.000000,6.54,22300000.0,1.800e+31
J1601-5244,2.55935663100000,273.000000,5.14,56300000.0,1.700e+30
J1601-5335,0.28845651154300,194.600000,4.04,73300.0,1.000e+35
J1602-4957,0.81999003685000,319.000000,6.83,815000.0,1.100e+33
J1602-5100,0.86422735995000,170.930000,8.00,197000.0,4.300e+33
J1603-2531,0.28307037669200,53.763000,4.60,2820000.0,2.800e+33
J1603-2712,0.77831319279200,46.201000,2.58,4100000.0,2.500e+32
J1603-3539,0.14190858896400,77.500000,3.83,18100000.0,1.700e+33
J1603-5657,0.49607711306000,264.070000,8.52,2810000.0,9.000e+32
J1603-7202,0.01484195225108,38.047100,0.53,15000000000.0,1.900e+32
J1604-4718,0.52746587421100,52.000000,1.48,1680000.0,1.300e+33
J1604-4909,0.32741757278800,140.800000,3.59,5090000.0,1.100e+33
J1604-7203,0.34140293221800,54.370000,2.56,64400000.0,8.300e+31
J1605-5215,1.01360874730000,532.000000,7.06,3380000.0,1.800e+32
J1605-5257,0.65801310070000,35.100000,1.28,40700000.0,3.500e+31
J1607-0032,0.42181623358258,10.682300,0.61,21800000.0,1.600e+32
J1607-5140,0.34272279247000,533.000000,7.01,2140000.0,2.500e+33
J1607-6449,0.29811635761600,89.390000,3.82,190000000.0,3.700e+31
J1609-1930,1.55791724762000,37.000000,2.33,48500000.0,5.300e+30
J1609-4616,0.24960895483900,150.100000,4.12,7890000.0,1.300e+33
J1609-5158,1.27940235390000,1069.000000,12.73,1560000.0,2.400e+32
J1610-1322,1.01839274636200,49.130000,3.89,70200000.0,8.600e+30
J1610-5006,0.48111885215000,416.000000,6.59,559000.0,4.800e+33
J1610-5303,0.78646802352000,380.100000,6.60,4770000.0,2.100e+32
J1611-4811,1.29685023900000,221.000000,5.41,10500000.0,3.500e+31
J1611-4949,0.66643792285000,556.800000,8.82,19500000.0,7.200e+31
J1611-5209,0.18249165928800,127.570000,3.33,560000.0,3.400e+34
J1611-5847,0.35455031664640,79.900000,2.33,2790000000.0,1.800e+30
J1612+2008,0.42664598102530,19.544000,1.43,181000000.0,1.900e+31
J1612-2408,0.92383371069000,49.000000,3.12,9300000.0,7.900e+31
J1612-5136,0.48331051132000,1173.000000,18.18,2020000.0,1.300e+33
J1612-5805,0.61552045802000,171.300000,6.29,10400000.0,1.600e+32
J1613-4714,0.38237595278000,161.200000,3.89,9590000.0,4.500e+32
J1613-5211,0.45750181782000,360.100000,6.14,377000.0,7.900e+33
J1613-5234,0.65522059567000,624.000000,9.94,1570000.0,9.300e+32
J1614+0737,1.20680143639700,21.394900,1.77,8100000.0,5.300e+31
J1614-2230,0.00315080765343,34.486500,0.70,5190000000.0,1.200e+34
J1614-3937,0.40729227423800,152.440000,10.10,40700000.0,9.300e+31
J1614-5048,0.23169383623000,582.800000,7.24,7420.0,1.600e+36
J1614-5144,1.53400814220000,748.000000,9.56,3270000.0,8.100e+31
J1614-5402,0.57259227192000,300.000000,6.96,313000000.0,6.100e+30
J1615-2940,2.47756787384000,44.790000,1.88,24800000.0,4.100e+30
J1615-5444,0.36095767530800,312.600000,8.40,16900000.0,2.800e+32
J1615-5537,0.79152571562000,124.480000,3.57,6270000.0,1.600e+32
J1616-5017,0.49138412183000,194.000000,3.92,167000.0,1.600e+34
J1616-5109,1.21959388250000,1160.000000,18.97,1010000.0,4.200e+32
J1616-5208,1.02583089260000,488.000000,7.38,562000.0,1.100e+33
J1617-4216,3.42846630955000,163.600000,6.28,3000000.0,1.800e+31
J1617-4608,0.56708022172100,321.500000,10.59,546000.0,3.600e+33
J1617-5055,0.06935684700000,467.000000,6.46,8130.0,1.600e+37
J1618-4723,0.20355287786000,134.700000,3.42,1620000.0,9.300e+33
J1620-4927,0.17193465244660,,,260000.0,8.100e+34
J1620-5414,1.15636028782000,71.000000,1.73,272000000.0,1.700e+30
J1621-5039,1.08401994353000,261.000000,4.88,1320000.0,4.000e+32
J1621-5243,0.37192413884000,363.000000,7.76,7670000.0,5.900e+32
J1622-3751,0.73146272280000,153.800000,11.55,4510000.0,2.600e+32
J1622-4332,0.91693752262000,230.680000,8.32,9280000.0,8.000e+31
J1622-4347,0.45768147104000,177.000000,5.37,1440000.0,2.100e+33
J1622-4802,0.26507223569000,364.300000,6.00,13700000.0,6.500e+32
J1622-4845,0.73509164794000,292.000000,5.24,106000000.0,1.100e+31
J1622-4944,1.07296789420000,755.000000,8.55,995000.0,5.500e+32
J1622-4950,4.32610000000000,820.000000,9.14,4030.0,8.300e+33
J1622-6617,0.02362344473939,88.024000,4.66,6360000000.0,1.800e+32
J1623-0841,0.50301499775500,60.420000,3.83,4070000.0,6.100e+32
J1623-0908,1.27644581951550,68.183000,3.86,7840000.0,4.900e+31
J1623-2631,0.01107575091420,62.863300,1.80,262000000.0,1.900e+34
J1623-4256,0.36459035530000,295.000000,21.85,5650000.0,8.300e+32
J1623-4949,0.72573215540000,183.300000,3.76,273000.0,4.300e+33
J1624-4411,0.23316407639000,139.400000,3.64,4620000.0,2.500e+33
J1624-4613,0.87124260560000,224.200000,5.14,227000000.0,3.600e+30
J1624-4721,0.44872324857000,364.000000,6.11,1710000.0,1.800e+33
J1625-4048,2.35527819330000,145.000000,5.18,84200000.0,1.300e+30
J1625-4904,0.46033949229000,684.800000,7.94,435000.0,6.800e+33
J1625-4913,0.35585626277000,720.000000,8.21,848000.0,5.800e+33
J1626-4537,0.37014112811400,237.000000,5.41,708000.0,6.400e+33
J1626-4807,0.29392818864000,817.000000,10.25,266000.0,2.700e+34
J1626-6621,0.45086776633000,84.110000,4.42,9320000.0,3.300e+32
J1627+1419,0.49085673009600,33.800000,2.84,19800000.0,1.300e+32
J1627-4706,0.14074580605300,456.100000,7.15,1290000.0,2.500e+34
J1627-4845,0.61233065008800,557.800000,6.86,2660000.0,6.300e+32
J1627-5547,0.35246421320000,166.200000,5.66,7570000.0,6.700e+32
J1627-5936,0.35423394051000,99.300000,3.67,702000000.0,7.100e+30
J1628-4804,0.86597096270000,952.000000,11.21,11000000.0,7.600e+31
J1628-4828,4.13753852390000,1209.000000,14.29,3740000.0,9.800e+30
J1629-3636,2.98819268600000,101.000000,3.74,6760000.0,1.000e+31
J1629-6902,0.00600060344322,29.490000,1.36,9510000000.0,1.800e+33
J1630-4719,0.55907133302000,489.600000,6.70,625000.0,3.200e+33
J1630-4733,0.57597141155000,498.000000,6.53,409000.0,4.600e+33
J1631-1612,0.67768391249000,33.770000,1.85,9800000.0,1.400e+32
J1631-4155,0.55124125377000,235.000000,8.51,991000000.0,2.100e+30
J1632-1013,0.71763732795000,89.900000,4.22,172000000.0,7.000e+30
J1632-4509,1.04680987690000,412.000000,9.13,1110000.0,5.100e+32
J1632-4621,1.70915449528000,562.900000,8.42,356000.0,6.000e+32
J1632-4757,0.22856409781600,578.000000,6.96,240000.0,5.000e+34
J1632-4818,0.81345283358000,758.000000,8.54,19800.0,4.800e+34
J1633-2009,0.93555704483000,48.190000,2.76,13900000.0,5.200e+31
J1633-4453,0.43650669715800,474.100000,11.93,1120000.0,2.900e+33
J1633-4805,0.71083007880000,1120.000000,11.90,146000.0,8.500e+33
J1633-5015,0.35214238001800,398.410000,7.02,1470000.0,3.400e+33
J1634-5107,0.50735600267400,372.800000,9.30,5110000.0,4.800e+32
J1634-5640,0.22420119106000,148.000000,5.71,86600000.0,1.400e+32
J1635+2418,0.49050651280030,24.320000,2.27,65100000.0,4.000e+31
J1635-1511,1.17938703902000,54.000000,4.89,80500000.0,5.600e+30
J1635-4513,1.59474554990000,416.000000,6.96,7020000.0,3.500e+31
J1635-4944,0.67196419932000,474.000000,8.85,1210000.0,1.100e+33
J1635-5954,0.52912125685000,134.900000,7.26,6130000.0,3.600e+32
J1636-4440,0.20664850874000,449.000000,9.33,70100.0,2.100e+35
J1636-4803,1.20464388890000,503.000000,6.53,922000.0,4.700e+32
J1636-4933,0.43036655800000,542.700000,11.16,4530000.0,7.500e+32
J1637-4335,0.77136654042000,608.000000,30.00,3380000.0,3.100e+32
J1637-4450,0.25286984684100,470.700000,8.20,6960000.0,1.400e+33
J1637-4553,0.11877139283290,193.230000,3.83,590000.0,7.500e+34
J1637-4642,0.15402742771200,417.000000,5.77,41200.0,6.400e+35
J1637-4721,1.16574138660000,448.000000,5.94,4160000.0,1.100e+32
J1637-4816,0.83736530180000,738.000000,10.01,2270000.0,3.900e+32
J1638-3815,0.69826060054000,238.000000,17.54,144000000.0,8.900e+30
J1638-3951,0.77113024025000,249.000000,10.96,20700000.0,5.100e+31
J1638-4344,1.12194419355000,237.000000,5.09,711000000.0,7.000e+29
J1638-4417,0.11780155072060,436.000000,8.46,1160000.0,3.900e+34
J1638-4608,0.27813728728000,424.300000,5.85,85600.0,9.400e+34
J1638-4725,0.76393350000000,552.100000,6.87,2530000.0,4.200e+32
J1638-5226,0.34050270943700,170.100000,4.88,2040000.0,2.600e+33
J1639-4359,0.58755897769000,258.900000,5.23,621000000.0,2.900e+30
J1639-4604,0.52911585120400,258.910000,4.64,1450000.0,1.500e+33
J1640+2224,0.00316331581791,18.426000,1.45,17700000000.0,3.500e+33
J1640-4631,0.20644304800000,,12.75,3350.0,4.400e+36
J1640-4648,0.17835204329300,474.000000,6.10,3510000.0,5.600e+33
J1640-4715,0.51740483467000,591.700000,7.25,195000.0,1.200e+34
J1640-4951,0.73909894649000,411.400000,10.66,35100000.0,3.300e+31
J1641-2347,1.09100842985500,27.700000,1.33,421000000.0,1.200e+30
J1643-1224,0.00462164152494,62.414300,0.74,3970000000.0,7.400e+33
J1643-4505,0.23738308187500,484.000000,6.30,118000.0,9.400e+34
J1643-4522,1.34789947290000,482.000000,6.19,2580000.0,1.300e+32
J1643-4550,0.71750808998100,450.800000,5.88,379000.0,3.200e+33
J1644-4559,0.45505977540300,478.800000,4.50,359000.0,8.400e+33
J1644-4657,0.12596223249000,718.000000,9.58,2660000.0,1.500e+34
J1645+1012,0.41086071937900,36.300000,3.27,80100000.0,4.600e+31
J1645-0317,0.38768969803400,35.755500,2.61,3450000.0,1.200e+33
J1646-4308,0.84067998140000,595.000000,10.96,121000000.0,7.300e+30
J1646-4346,0.23160332930000,490.400000,6.86,32500.0,3.600e+35
J1646-5123,0.53007520741000,279.000000,10.92,4000000.0,5.600e+32
J1646-6831,1.78561123960000,43.000000,1.80,16600000.0,1.200e+31
J1647-3607,0.21231640921000,224.000000,12.90,26100000.0,5.300e+32
J1647-4552,10.61065628000000,,,202000.0,2.800e+31
J1648-3256,0.71945477944300,128.278000,5.30,3230000.0,3.700e+32
J1648-4458,0.62963153567000,925.000000,9.89,5380000.0,2.900e+32
J1648-4611,0.16494966835900,392.900000,5.71,110000.0,2.100e+35
J1648-6044,0.58376499689000,106.200000,5.66,21600000.0,8.500e+31
J1649+2533,1.01525739180000,35.500000,2.91,28800000.0,2.100e+31
J1649-3805,0.26202569296900,213.800000,6.62,113000000.0,8.000e+31
J1649-3935,0.77090976051100,290.000000,9.04,312000000.0,3.400e+30
J1649-4349,0.87071155949000,398.600000,5.56,314000000.0,2.600e+30
J1649-4653,0.55701875796000,332.000000,5.63,177000.0,1.100e+34
J1649-4729,0.29769219971000,540.200000,12.69,720000.0,9.800e+33
J1649-5553,0.61357070436000,180.400000,14.07,5730000.0,2.900e+32
J1650-1654,1.74955174610000,43.250000,2.15,8660000.0,2.400e+31
J1650-4126,0.30891767878700,251.500000,5.06,247000000.0,2.700e+31
J1650-4341,0.30939836571900,673.000000,8.11,294000000.0,2.200e+31
J1650-4502,0.38086979928000,319.700000,5.09,376000.0,1.100e+34
J1650-4921,0.15639936749720,229.900000,5.83,1360000.0,1.900e+34
J1651-1709,0.97339369187200,33.460000,1.62,5080000.0,1.300e+32
J1651-4246,0.84408066596000,482.000000,5.20,2780000.0,3.200e+32
J1651-4519,0.51744320409000,562.000000,7.29,1000000.0,2.300e+33
J1651-5222,0.63505597647000,179.100000,6.39,5550000.0,2.800e+32
J1651-5255,0.89053395780000,164.000000,5.99,6820000.0,1.200e+32
J1651-7642,1.75531107981000,80.000000,5.16,20400000.0,9.900e+30
J1652+2651,0.91580349720000,40.800000,2.93,22200000.0,3.400e+31
J1652-1400,0.30544705824100,49.500000,3.10,275000000.0,2.400e+31
J1652-2404,1.70373913785800,68.410000,3.10,8550000.0,2.500e+31
J1652-4406,7.70718300700000,786.000000,8.80,12900000.0,8.200e+29
J1653-2054,0.00412914528456,56.560000,2.64,5860000000.0,6.300e+33
J1653-3838,0.30503731888200,207.200000,5.12,1730000.0,3.900e+33
J1653-4030,1.01937155664000,425.000000,10.37,37000000.0,1.600e+31
J1653-4249,0.61255824122000,416.100000,5.64,2020000.0,8.300e+32
J1653-4315,0.41927974137000,337.000000,5.13,443000000.0,8.000e+30
J1653-4854,3.05950960220000,354.000000,13.76,14100000.0,4.800e+30
J1654-2713,0.79182244187300,92.310000,4.08,74900000.0,1.300e+31
J1654-3710,0.93916547876000,302.000000,13.15,20300000.0,3.500e+31
J1654-4140,1.27394512577000,307.000000,5.15,155000000.0,2.500e+30
J1654-4245,1.10155469270000,950.000000,11.84,341000.0,1.500e+33
J1655-3048,0.54293587422800,154.300000,8.57,235000000.0,9.000e+30
J1655-3844,1.19343919921000,365.000000,11.94,9450000.0,4.600e+31
J1656-3621,0.73013370745400,229.000000,7.60,9070000.0,1.300e+32
J1657-4432,0.60960714201000,375.300000,5.58,1180000.0,1.400e+33
J1658-4306,1.16644900440000,845.000000,9.59,432000.0,1.100e+33
J1658-4958,0.41687377008900,193.400000,6.26,1710000.0,2.100e+33
J1658-5324,0.00243929590980,30.810000,1.24,3460000000.0,3.000e+34
J1659-1305,0.64095820023200,60.370000,4.85,16400000.0,9.300e+31
J1659-4316,0.47438143461000,640.900000,7.93,44000000.0,6.300e+31
J1659-4439,0.35329303343900,535.000000,9.18,224000000.0,2.200e+31
J1700-3312,1.35830701052600,166.970000,5.64,4570000.0,7.400e+31
J1700-3611,1.49409061528000,232.700000,6.48,5470000.0,5.100e+31
J1700-3919,0.56050353306500,354.300000,6.34,1770000000.0,1.100e+30
J1700-4012,0.28379185378500,385.000000,5.77,45400000.0,1.700e+32
J1700-4422,0.75553540950000,410.000000,6.44,299000000.0,3.700e+30
J1700-4939,0.57836343922000,278.000000,14.53,8500000.0,2.200e+32
J1701-3006D,0.00341777044505,114.224000,7.05,431000000.0,1.200e+35
J1701-3006E,0.00323373733312,113.792000,7.05,165000000.0,3.600e+35
J1701-3006F,0.00229472708067,113.291000,7.05,164000000.0,7.300e+35
J1701-3130,0.29134147102510,130.730000,4.53,82500000.0,8.900e+31
J1701-3726,2.45460915910000,303.400000,7.81,3490000.0,3.000e+31
J1701-4533,0.32290856678100,526.000000,17.39,9850000.0,6.100e+32
J1701-4958,0.80430423739000,230.000000,9.68,116000000.0,8.300e+30
J1702-3932,0.39032797678500,530.000000,9.69,16400000.0,2.500e+32
J1702-4128,0.18213580293900,367.100000,5.18,55100.0,3.400e+35
J1702-4217,0.22756495845800,629.000000,7.49,316000000.0,3.800e+31
J1702-4306,0.21550733422900,537.000000,7.12,349000.0,3.900e+34
J1702-4310,0.24052386477000,377.000000,5.44,17000.0,6.300e+35
J1702-4428,2.12350570360000,395.000000,7.05,10200000.0,1.400e+31
J1703-1846,0.80434107927120,49.551000,2.05,7360000.0,1.300e+32
J1703-3241,1.21178509464700,110.306000,3.31,29100000.0,1.500e+31
J1703-4442,1.74729348943000,280.200000,5.34,1940000.0,1.100e+32
J1703-4851,1.39640107763000,150.290000,4.50,4350000.0,7.400e+31
J1704-6016,0.30632302540000,54.000000,1.89,5330000.0,1.200e+33
J1705-1906,0.29898742734260,22.907000,1.18,1140000.0,6.100e+33
J1705-3423,0.25542648360100,146.360000,3.75,3760000.0,2.500e+33
J1705-3936,0.85448166370000,598.000000,8.46,703000.0,1.200e+33
J1705-3950,0.31894148343600,207.100000,3.86,83400.0,7.400e+34
J1705-4108,0.86106740670000,1077.000000,11.87,393000.0,2.100e+33
J1705-4331,0.22256110261000,185.240000,3.76,49500000.0,2.500e+32
J1705-6135,0.80854608900000,94.000000,6.31,214000000.0,4.500e+30
J1706-3839,0.58628740134000,626.000000,12.20,3100000.0,5.900e+32
J1706-4310,0.61697904410000,656.100000,13.43,1500000.0,1.100e+33
J1706-6118,0.36192132492760,76.130000,3.64,19600000.0,2.400e+32
J1707-4053,0.58101670786000,360.000000,4.00,4780000.0,3.900e+32
J1707-4341,0.89059449625000,398.200000,7.99,2480000.0,3.200e+32
J1707-4417,5.76377700300000,380.000000,9.17,7840000.0,2.400e+30
J1707-4729,0.26647363743000,268.300000,10.64,2710000.0,3.300e+33
J1708-3426,0.69211324652000,190.700000,4.78,2610000.0,5.000e+32
J1708-3506,0.00450515894846,146.732000,3.50,6250000000.0,4.900e+33
J1708-3641,0.58756679383900,316.000000,6.02,69000000.0,2.600e+31
J1708-3827,1.22578199600000,788.000000,17.55,2260000.0,1.800e+32
J1708-4008,11.00626240000000,,3.80,8900.0,5.800e+32
J1708-4522,1.29783683782000,454.000000,30.00,7870000.0,4.700e+31
J1708-7539,1.19102399660000,37.000000,2.01,10000000.0,4.400e+31
J1709+2313,0.00463119627784,25.347400,1.83,20200000000.0,1.400e+33
J1709-1640,0.65305397126000,24.891000,2.61,1640000.0,8.900e+32
J1709-3626,0.44785706032500,393.600000,8.97,3130000.0,1.000e+33
J1709-3841,0.58698616319000,356.000000,5.17,1180000.0,1.500e+33
J1709-4342,1.73589823500000,281.000000,5.49,34400000.0,6.000e+30
J1709-4401,0.86523533430000,225.800000,4.98,1860000.0,4.500e+32
J1709-4429,0.10245924592900,75.690000,2.60,17500.0,3.400e+36
J1710-2616,0.95415800700000,111.000000,4.26,756000000.0,9.100e+29
J1710-4148,0.28656122863100,461.000000,6.90,44500000.0,1.700e+32
J1711-1509,0.86880424902600,59.880000,2.94,12500000.0,6.600e+31
J1711-3826,0.46536464559000,376.000000,5.20,995000.0,2.900e+33
J1711-4322,0.10261828834720,191.500000,4.17,61000000.0,9.700e+32
J1711-5350,0.89921779930000,106.100000,4.24,920000.0,8.400e+32
J1712-2715,0.25535966011800,92.640000,3.13,3160000.0,3.000e+33
J1713+0747,0.00457013652636,15.970000,1.18,8490000000.0,3.500e+33
J1713-3844,1.60011404230000,544.000000,6.50,143000.0,1.700e+33
J1714-1054,0.69627874307500,51.000000,2.65,188000000.0,6.900e+30
J1714-3810,3.82493600000000,,13.20,1030.0,4.100e+34
J1715-3247,1.26021405926000,164.000000,3.91,217000000.0,1.800e+30
J1715-3700,0.77962811400000,449.000000,6.08,84700000.0,1.200e+31
J1715-3859,0.92810750775000,817.000000,10.53,3340000.0,2.200e+32
J1715-3903,0.27848105467000,313.100000,4.80,117000.0,6.900e+34
J1715-4034,2.07215299180000,254.000000,4.62,10900000.0,1.300e+31
J1715-4254,0.57374535892000,407.000000,12.58,10400000.0,1.800e+32
J1716-3720,0.63031371285000,682.700000,9.46,556000.0,2.800e+33
J1716-4005,0.31181276456000,435.000000,6.33,1720000.0,3.700e+33
J1716-4111,1.03606727254000,245.800000,4.79,5700000.0,1.000e+32
J1716-4711,0.55582421598000,287.060000,19.58,10600000.0,1.900e+32
J1717-3425,0.65629923146000,587.700000,22.21,1060000.0,1.400e+33
J1717-3737,0.68241862653000,525.800000,6.31,2040000.0,6.600e+32
J1717-3847,1.14949891840000,707.000000,9.52,22200000.0,2.100e+31
J1717-3953,1.08552061541000,466.000000,6.88,521000000.0,1.000e+30
J1717-4043,0.39785744656000,452.600000,9.03,515000.0,7.700e+33
J1717-40435,0.34992850807000,539.000000,11.41,3170000.0,1.600e+33
J1717-4054,0.88771864319000,306.900000,5.47,3820000.0,2.100e+32
J1717-5800,0.32179334686900,125.220000,8.85,26100000.0,2.300e+32
J1718-3714,1.28937877750000,833.000000,10.87,779000.0,4.800e+32
J1718-3718,3.37857425330000,371.100000,5.08,33200.0,1.700e+33
J1718-3825,0.07466992056560,247.400000,4.24,89500.0,1.300e+36
J1718-4539,0.59047278772000,254.000000,10.82,1250000.0,1.400e+33
J1719-1438,0.00579015177002,36.862000,1.64,11400000000.0,1.600e+33
J1719-4006,0.18909449250100,386.600000,6.28,1800000.0,9.700e+33
J1719-4302,0.23547520029000,297.700000,9.42,9520000.0,1.200e+33
J1720+2150,1.61566378034000,41.100000,3.59,34600000.0,6.900e+30
J1720-0212,0.47771534369200,66.980000,5.41,91400000.0,3.000e+31
J1720-1633,1.56560114802000,44.830000,1.76,4280000.0,6.000e+31
J1720-2446,0.87426457245000,103.000000,3.44,23400000.0,3.500e+31
J1720-2933,0.62044836534680,42.640000,1.43,13200000.0,1.200e+32
J1720-3659,0.35112463372200,381.600000,5.11,170000000.0,3.000e+31
J1721-1936,1.00403745670000,75.700000,8.60,9800000.0,6.300e+31
J1721-1939,0.40403975128000,103.000000,4.64,49900000.0,7.700e+31
J1721-2457,0.00349663378270,47.758000,1.56,10000000000.0,5.100e+33
J1721-3532,0.28042385854900,496.000000,4.60,176000.0,4.500e+34
J1722-3207,0.47715751835600,126.064000,3.18,11700000.0,2.300e+32
J1722-3632,0.39918335175800,416.200000,5.30,1420000.0,2.800e+33
J1722-3712,0.23617319163600,99.500000,2.51,345000.0,3.300e+34
J1722-4400,0.21855409582720,219.300000,7.27,9260000.0,1.400e+33
J1723-2837,0.00185573279573,19.688000,1.00,3900000000.0,4.700e+34
J1723-2852,0.62503391270000,172.000000,4.63,11000000.0,1.500e+32
J1723-3659,0.20272193786040,254.200000,4.28,401000.0,3.800e+34
J1724-3149,0.94823697410000,409.000000,10.50,2070000.0,3.400e+32
J1724-3505,1.22170769210000,875.000000,12.01,917000.0,4.600e+32
J1724-4500,1.30910878730000,182.000000,6.26,5900000.0,6.200e+31
J1725-0732,0.23991948722700,58.910000,3.43,8850000.0,1.200e+33
J1725-2852,1.25778762500000,161.000000,4.09,10000000.0,4.000e+31
J1725-3546,1.03247119930000,744.000000,10.20,1090000.0,5.400e+32
J1725-3848,2.06238625830000,230.000000,4.49,1420000.0,1.000e+32
J1725-3853,0.00479182270400,158.200000,3.44,1520000000.0,1.800e+34
J1725-4043,1.46507137487000,203.000000,4.80,8320000.0,3.500e+31
J1726-3530,1.11013244403000,727.000000,9.97,14500.0,3.500e+34
J1726-3635,0.28743156718400,539.200000,7.36,3160000.0,2.400e+33
J1726-4006,0.88277826565000,277.000000,6.19,4200000.0,1.900e+32
J1727-2739,1.29309994235000,147.000000,3.75,18600000.0,2.000e+31
J1727-2946,0.02708318324401,60.740000,1.62,1740000000.0,4.900e+32
J1728-0007,0.38600372383490,41.090000,2.44,5450000.0,7.700e+32
J1728-3733,0.61553824309000,281.500000,4.94,135000000.0,1.200e+31
J1728-4028,0.86634250900000,231.000000,5.51,59000000.0,1.400e+31
J1729-2117,0.06629289926680,34.490000,1.42,6110000000.0,2.300e+31
J1730-2304,0.00812279804608,9.616340,0.62,6380000000.0,1.500e+33
J1730-2900,1.53842672630000,289.000000,6.85,2750000.0,9.600e+31
J1730-3350,0.13946021125000,259.000000,4.26,26000.0,1.200e+36
J1730-3353,3.27024180320000,256.000000,4.23,2360000.0,2.500e+31
J1731-1847,0.00234455954689,106.471100,4.03,1460000000.0,7.800e+34
J1731-3123,0.75304798900000,354.000000,5.32,7110000.0,1.600e+32
J1731-3322,0.54467054719000,877.400000,11.98,307000.0,6.900e+33
J1731-4744,0.82982878524000,123.330000,4.98,80400.0,1.100e+34
J1732-1930,0.48376999804700,72.430000,2.21,42200000.0,6.300e+31
J1732-3131,0.19654315496500,15.440000,0.80,111000.0,1.500e+35
J1732-3426,0.33288667881000,513.500000,6.38,13100000.0,4.300e+32
J1732-3729,2.18400134708000,317.000000,6.20,26600000.0,4.900e+30
J1732-4128,0.62798068440000,195.300000,5.94,775000.0,2.000e+33
J1732-4156,0.32343405596900,228.700000,8.78,7750000.0,7.700e+32
J1732-5049,0.00531255029055,56.836500,1.81,5930000000.0,3.700e+33
J1733-2228,0.87168283298600,41.140000,1.49,323000000.0,2.500e+30
J1733-2533,0.65979414168000,242.000000,7.78,4980000.0,2.900e+32
J1733-2837,0.76818455674000,225.000000,4.66,11000000.0,9.600e+31
J1733-3030,0.36205196286000,636.000000,14.18,3480000.0,1.400e+33
J1733-3322,1.24591463402000,524.000000,6.30,4810000.0,8.400e+31
J1733-3716,0.33758582318000,153.500000,3.44,355000.0,1.500e+34
J1733-4005,0.56177832907700,317.800000,13.95,2460000.0,8.100e+32
J1733-5515,1.01123353500000,83.900000,4.11,40100000.0,1.500e+31
J1734-0212,0.83939432496800,65.050000,5.36,31600000.0,2.800e+31
J1734-2415,0.61252373999000,126.300000,3.48,9240000.0,1.800e+32
J1734-3058,0.54128568073000,260.000000,4.37,529000000.0,4.000e+30
J1734-3333,1.16934068500000,578.000000,7.40,8130.0,5.600e+34
