# ATNF Pulsar Catalogue periods and characteristic ages.
# Source: Manchester, Hobbs, Teoh & Hobbs 2005, AJ 129, 1993,
#   VizieR B/psr (CDS catalogue B/psr).
#   https://cdsarc.cds.unistra.fr/viz-bin/cat/B/psr
# Downloaded 2026-08-17 via VizieR Harvard.
#
# One row per pulsar that has both a barycentric period P0 and a
#   characteristic age Age = P/(2Pdot). Pulsars without a measured
#   spin-down are omitted. VizieR B/psr does not publish Pdot as a
#   column; the film recovers it as P / (2 tau).
# Age is in years as tabulated. Edot is the catalogue spin-down
#   luminosity in erg/s. dm_pc_cm3 and distance_kpc are blank when
#   the catalogue has no value.
# This is the 2005 VizieR snapshot, not a live ATNF query.
jname,period_s,dm_pc_cm3,distance_kpc,age_yr,edot_erg_s
J1921+1948,0.82103508057300,153.850000,8.15,14500000.0,6.400e+31
J1921+2003,0.76068138902000,101.000000,5.16,241000000.0,4.500e+30
J1921+2153,1.33730216018950,12.437000,0.30,15700000.0,2.200e+31
J1922+1733,0.23617087723170,238.000000,10.00,280000.0,4.000e+34
J1922+2018,1.17276340202000,203.310000,10.74,28600000.0,1.600e+31
J1922+2110,1.07792434298000,217.086000,4.00,2090000.0,2.600e+32
J1923+1706,0.54720920183100,142.500000,6.38,202000000.0,1.000e+31
J1923+2515,0.00378815551961,18.857660,0.99,6370000000.0,6.800e+33
J1924+1631,2.93518645920000,518.500000,28.35,128000.0,5.700e+32
J1924+1639,0.15804291778260,208.000000,9.13,977000.0,2.600e+34
J1924+2040,0.23779013800000,213.000000,10.75,1800000.0,6.100e+33
J1926+0431,1.07407817359700,102.243000,3.95,6920000.0,7.800e+31
J1926+0737,0.31806205097100,159.000000,5.61,13400000.0,4.600e+32
J1926+1434,1.32492197138500,211.410000,8.02,95600000.0,3.700e+30
J1926+1648,0.57982281497000,176.885000,6.00,511000.0,3.600e+33
J1926+1928,1.34601218493000,445.000000,30.00,14900000.0,2.300e+31
J1926+2016,0.29907177829660,247.000000,11.85,1350000.0,5.200e+33
J1926-1314,4.86428379983000,40.830000,2.09,2110000.0,1.200e+31
J1927+0911,0.29030525619700,202.700000,7.19,72400000.0,1.000e+32
J1927+1852,0.48276627382100,254.000000,10.28,65900000.0,4.100e+31
J1927+1856,0.29831349724900,99.000000,4.81,2110000.0,3.300e+33
J1927+2234,1.43106641423600,180.000000,9.30,29400000.0,1.000e+31
J1928+1746,0.06873040582530,176.680000,8.12,82600.0,1.600e+36
J1928+1923,0.81732980831200,476.000000,30.00,2040000.0,4.600e+32
J1929+1844,1.22047000453000,112.000000,5.34,8190000.0,5.100e+31
J1929+1955,0.25783193989830,281.000000,12.08,1600000.0,5.900e+33
J1929+2121,0.72359850325800,66.000000,3.36,5360000.0,2.200e+32
J1930+1316,0.76003196831000,207.300000,8.28,3290000.0,3.300e+32
J1930+1852,0.13685504695700,308.000000,7.00,2890.0,1.200e+37
J1930-1852,0.18552016047926,42.852600,2.34,163000000.0,1.100e+32
J1931+1536,0.31435539646900,140.000000,6.41,993000.0,6.400e+33
J1931+1952,0.50112311269400,441.000000,22.62,78800000.0,3.200e+31
J1932+1059,0.22651763503800,3.182800,0.31,3100000.0,3.900e+33
J1932+1916,0.20821490387600,,,35400.0,4.100e+35
J1932+2020,0.26821740298500,211.151000,5.00,1010000.0,8.600e+33
J1932+2220,0.14446976514000,219.200000,10.90,39800.0,7.500e+35
J1932-3655,0.57142031970000,59.880000,4.41,31900000.0,6.000e+31
J1933+0758,0.43745440721700,165.020000,8.33,31800000.0,1.000e+32
J1933+1304,0.92832375141700,177.900000,8.10,46200000.0,1.600e+31
J1933+2421,0.81369030283000,106.030000,5.52,1590000.0,5.900e+32
J1933-6211,0.00354343143885,11.499000,0.63,15200000000.0,3.300e+33
J1934+2352,0.17843152366000,355.500000,23.98,21600.0,9.100e+35
J1935+1616,0.35873841076960,158.521000,3.70,947000.0,5.100e+33
J1935+1745,0.65440814658300,214.600000,9.57,27400000.0,5.300e+31
J1935+2025,0.08011813345500,182.000000,8.64,20900.0,4.700e+36
J1936+1536,0.96733836953000,165.000000,8.41,3790000.0,1.800e+32
J1937+1505,2.87277365060000,237.000000,14.07,8110000.0,9.300e+30
J1937+2544,0.20098020244218,53.221000,2.76,4950000.0,3.100e+33
J1937+2950,1.65742878336000,113.800000,6.44,7540000.0,3.000e+31
J1938+0650,1.12156189200000,70.800000,3.64,3130000.0,1.600e+32
J1938+2010,0.68708185664000,327.700000,14.36,3200000.0,4.100e+32
J1938+2213,0.16611557315660,91.000000,4.54,62000.0,3.700e+35
J1939+2134,0.00155780655654,71.022700,1.50,235000000.0,1.100e+36
J1939+2449,0.64530246940000,142.880000,7.34,560000.0,2.700e+33
J1940+2337,0.54682415796400,252.100000,9.87,113000.0,1.900e+34
J1941+0121,0.21731745182800,52.700000,2.89,18000000.0,7.400e+32
J1941+1026,0.90539388830000,138.910000,8.60,14400000.0,5.300e+31
J1941+1341,0.55908409922900,147.900000,8.55,7150000.0,2.800e+32
J1941+2525,2.30615269700000,314.400000,15.35,227000.0,5.200e+32
J1941-2602,0.40285790887540,50.036000,4.74,6680000.0,5.800e+32
J1942+1743,0.69626221476000,190.000000,9.83,109000000.0,1.200e+31
J1943+0609,0.44622628165800,70.760000,3.89,15200000.0,2.100e+32
J1943+2210,0.00508417368995,174.089000,8.35,9170000000.0,2.600e+33
J1943-1237,0.97242885091360,28.918000,1.64,9310000.0,7.100e+31
J1944+0907,0.00518520190413,24.340000,1.28,4800000000.0,4.900e+33
J1944+1755,1.99689901350000,175.000000,9.50,43300000.0,3.600e+30
J1944+2236,0.00361799307811,185.450000,8.46,7680000000.0,6.200e+33
J1944-1750,0.84115777434100,56.320000,5.30,13500000.0,6.500e+31
J1945+1834,1.06870769134000,217.700000,12.77,70000000.0,7.800e+30
J1945-0040,1.04563244477200,59.710000,3.53,31000000.0,1.800e+31
J1946+1805,0.44061847691080,16.220000,0.30,290000000.0,1.100e+31
J1946+2244,1.33444985809000,140.000000,7.09,23800000.0,1.500e+31
J1946+2535,0.51516705131000,248.810000,9.58,1450000.0,1.600e+33
J1946+2611,0.43506025460000,165.000000,7.78,314000.0,1.100e+34
J1946+3417,0.00317013922781,110.000000,6.41,13600000000.0,4.600e+33
J1946-1312,0.49186548948400,60.000000,5.64,3920000.0,6.600e+32
J1946-2913,0.95944793154100,44.309000,4.31,10200000.0,6.700e+31
J1947+0915,1.48074382424000,94.000000,5.80,49100000.0,5.800e+30
J1947+1957,0.15750854254100,185.800000,9.51,4780000.0,5.300e+33
J1948+2551,0.19662681361380,289.270000,11.85,345000.0,4.700e+34
J1948+3540,0.71731117407600,129.075000,7.87,1610000.0,7.600e+32
J1949+2306,1.31937338530000,196.300000,8.65,170000000.0,2.100e+30
J1949+3106,0.01313818334370,164.126400,7.78,2220000000.0,1.600e+33
J1949-2524,0.95761663029100,23.070000,1.34,4640000.0,1.500e+32
J1950+2414,0.00430477554974,142.089000,7.29,3610000000.0,9.400e+33
J1951+1123,5.09408302750000,31.290000,1.66,26600000.0,9.100e+29
J1952+1410,0.27502568252000,31.460000,1.66,34000000.0,2.400e+32
J1952+2630,0.02073236056267,315.338000,13.67,76900000.0,1.900e+34
J1952+3252,0.03953119285480,45.006000,3.00,107000.0,3.700e+36
J1953+1149,0.85189027680000,140.030000,12.53,4710000.0,1.800e+32
J1953+2732,1.33396499366000,195.400000,7.86,11900000.0,2.900e+31
J1954+2836,0.09270905470000,,,69400.0,1.000e+36
J1954+2923,0.42667678653020,7.932000,0.42,3950000000.0,8.700e+29
J1955+2527,0.00487276586298,209.971000,9.06,8470000000.0,3.100e+33
J1955+2908,0.00613316651024,104.501000,5.39,3270000000.0,5.100e+33
J1955+5059,0.51893798740910,31.974000,1.80,5990000.0,3.900e+32
J1956+0838,0.30391092434700,68.200000,4.31,21900000.0,3.100e+32
J1957+2831,0.30768286519780,138.990000,6.98,1570000.0,4.200e+33
J1957+5033,0.37480622420000,,,839000.0,5.300e+33
J1958+2846,0.29038924475000,,,21700.0,3.400e+35
J1959+2048,0.00160740168481,29.116800,1.53,1510000000.0,1.600e+35
J1959+3620,0.40608118100000,273.000000,29.32,179000000.0,2.100e+31
J2002+1637,0.27649748362000,94.390000,6.10,19500000.0,4.200e+32
J2002+3217,0.69676051020000,142.210000,6.68,105000.0,1.200e+34
J2002+4050,0.90506682030890,131.334000,8.30,8250000.0,9.300e+31
J2004+3137,2.11126473382000,234.820000,8.00,449000.0,3.100e+32
J2004+3429,0.24095264193000,351.000000,22.18,18500.0,5.800e+35
J2005+3547,0.61503389487100,401.600000,30.00,34700000.0,4.800e+31
J2005+3552,0.30794290464000,455.000000,30.00,1630000.0,4.000e+33
J2005-0020,2.27966105858000,35.930000,2.16,1410000.0,8.600e+31
J2006+3102,0.16369523645000,107.160000,5.58,104000.0,2.200e+35
J2006-0807,0.58087133703100,32.390000,2.01,200000000.0,9.300e+30
J2007+0809,0.32572436605000,53.900000,3.44,37700000.0,1.600e+32
J2007+0910,0.45873482580740,48.600000,2.93,21900000.0,1.400e+32
J2007+2722,0.02449738854593,127.000000,6.85,404000000.0,2.600e+33
J2007+3120,0.60820531457000,191.500000,7.28,618000.0,2.700e+33
J2008+2513,0.58919550332000,60.554000,3.22,1730000.0,1.000e+33
J2009+3326,1.43836860189000,263.600000,10.73,15500000.0,1.900e+31
J2010+2845,0.56536934519840,112.470000,6.03,98700000.0,2.000e+31
J2010+3230,1.44244752060000,371.800000,18.89,6320000.0,4.800e+31
J2010-1323,0.00522327101519,22.160000,1.29,17200000000.0,1.300e+33
J2011+3331,0.93173309347000,298.580000,12.95,8270000.0,8.700e+31
J2012-2029,0.54400187061000,37.670000,3.92,15700000.0,1.300e+32
J2013+3058,0.27602769344600,148.700000,6.88,28800000.0,2.900e+32
J2013+3845,0.23019361385950,238.217000,13.07,412000.0,2.900e+34
J2013-0649,0.58018726900100,63.360000,4.85,15300000.0,1.200e+32
J2015+2524,2.30329908160000,13.000000,0.69,71600000.0,1.600e+30
J2016+1948,0.06494038824151,33.814800,1.83,2570000000.0,5.800e+31
J2017+0603,0.00289621581556,23.918000,1.32,5530000000.0,1.300e+34
J2017+2043,0.53714308603200,61.500000,3.55,8550000.0,2.500e+32
J2018+2839,0.55795348042250,14.197700,0.98,59700000.0,3.400e+31
J2018+3431,0.38766408663850,222.350000,8.79,3340000.0,1.200e+33
J2019+2425,0.00393452408033,17.203000,0.91,8880000000.0,4.600e+33
J2021+3651,0.10374095207400,367.500000,1.80,17200.0,3.400e+36
J2021+4026,0.26531766093000,,2.15,76900.0,1.200e+35
J2022+2854,0.34340215778600,24.632000,2.10,2870000.0,1.800e+33
J2022+3842,0.04857877963600,429.100000,10.00,8940.0,3.000e+37
J2022+5154,0.52919691780800,22.648000,1.80,2740000.0,8.200e+32
J2023+5037,0.37261905453600,33.021000,1.80,2350000.0,1.900e+33
J2027+2146,0.39817302165200,96.800000,10.09,31100000.0,1.300e+32
J2027+4557,1.09965136804400,229.594000,22.99,56300000.0,9.200e+30
J2028+3332,0.17670741511380,,,576000.0,3.500e+34
J2029+3744,1.21680465774000,190.660000,7.00,1560000.0,2.700e+32
J2030+2228,0.63051264667900,71.830000,4.75,11300000.0,1.400e+32
J2030+3641,0.20012858816630,246.000000,11.17,488000.0,3.200e+34
J2030+4415,0.22707017739000,,,555000.0,2.200e+34
J2032+4127,0.14324990000000,114.650000,1.70,181000.0,1.700e+35
J2033+0042,5.01339800063000,37.840000,2.87,7840000.0,3.200e+30
J2033+1734,0.00594895753485,25.079100,1.37,8480000000.0,2.100e+33
J2033-1938,1.28171902379000,23.470000,1.54,44600000.0,8.500e+30
J2036+2835,1.35872676315000,99.000000,6.78,10300000.0,3.300e+31
J2037+1942,2.07437707810000,36.000000,2.05,16100000.0,9.000e+30
J2037+3621,0.61871508419000,93.560000,5.05,2180000.0,7.500e+32
J2038+5319,1.42456821515300,160.100000,13.83,23900000.0,1.300e+31
J2038-3816,1.57728615050000,33.960000,2.94,6050000.0,4.200e+31
J2040+1657,0.86560622503200,50.700000,3.51,23100000.0,3.600e+31
J2043+1711,0.00237987896026,20.709870,1.25,7200000000.0,1.500e+34
J2043+2740,0.09613056295000,21.000000,1.13,1200000.0,5.600e+34
J2044+4614,1.39271546350000,315.400000,26.78,35000000.0,9.200e+30
J2045+0912,0.39555511173940,31.776000,1.99,32100000.0,1.200e+32
J2046+1540,1.13828568331550,39.844000,2.56,98900000.0,4.900e+30
J2046+5708,0.47673484214700,101.810000,9.67,679000.0,4.100e+33
J2046-0421,1.54693811686520,35.799000,3.83,16700000.0,1.600e+31
J2047+5029,0.44594455738500,107.676000,5.03,1690000.0,1.900e+33
J2048+2255,0.28390096419770,68.800000,6.18,297000000.0,2.600e+31
J2048-1616,1.96157230361300,11.456000,0.95,2840000.0,5.700e+31
J2051-0827,0.00450864174497,20.744900,1.28,5610000000.0,5.500e+33
J2053-7200,0.34133623137300,17.300000,1.05,27600000.0,1.900e+32
J2055+2209,0.81518110276460,36.361000,2.15,9640000.0,9.800e+31
J2055+2539,0.31956117450000,,,1240000.0,4.900e+33
J2055+3630,0.22150763827700,97.314000,5.00,9510000.0,1.300e+33
J2105+6223,2.30487883766000,50.750000,3.03,7000000.0,1.700e+31
J2108+4441,0.41487053687370,139.827000,5.28,76200000.0,4.800e+31
J2108-3429,1.42310183830000,30.220000,2.63,6440000.0,4.800e+31
J2111+2106,3.95385295960000,59.740000,5.64,19300000.0,2.100e+30
J2111+4606,0.15782992473500,,,17500.0,1.400e+36
J2113+2754,1.20285175408470,25.117100,2.61,7270000.0,5.900e+31
J2113+4644,1.01468479318900,141.260000,4.00,22500000.0,2.700e+31
J2116+1414,0.44015306694750,56.149000,4.43,24100000.0,1.300e+32
J2124+1407,0.69405347908600,30.120000,2.09,14300000.0,9.100e+31
J2124-3358,0.00493111494310,4.600960,0.41,3800000000.0,6.800e+33
J2127-6648,0.32577128742000,35.000000,2.75,22800000.0,2.600e+32
J2129+1210B,0.05613303552473,67.690000,12.90,93200000.0,2.100e+33
J2129+1210C,0.03052929614864,67.130000,12.90,97000000.0,6.900e+33
J2129+1210E,0.00465143521539,66.510000,12.90,414000000.0,7.000e+34
J2129+1210F,0.00402704270710,65.520000,12.90,1990000000.0,1.900e+34
J2129+1210G,0.03766016695300,66.400000,12.90,298000000.0,1.500e+33
J2129+1210H,0.00674339423970,67.150000,12.90,4450000000.0,3.100e+33
J2129-5721,0.00372634848387,31.850900,3.20,2830000000.0,1.600e+34
J2136-1606,1.22723540015000,18.480000,1.27,1220000000.0,3.400e+29
J2139+2242,1.08351351364000,44.100000,4.71,12100000.0,4.400e+31
J2139+4716,0.28284934540900,,,2510000.0,3.100e+33
J2143+0654,9.42822888000000,,,3650000.0,1.900e+30
J2144-3933,8.50982749100000,3.350000,0.16,272000000.0,3.200e+28
J2145-0750,0.01605242391809,8.997610,0.53,8540000000.0,2.800e+32
J2149+6329,0.38014034472000,128.000000,13.65,35800000.0,1.200e+32
J2150+5247,0.33220567154090,148.930000,5.67,521000.0,1.100e+34
J2151+2315,0.59353361300000,23.600000,1.42,13300000.0,1.300e+32
J2155+2813,1.60901999640000,77.400000,5.06,27800000.0,8.700e+30
J2155-3118,1.03000211204000,14.850000,0.97,13200000.0,4.500e+31
J2155-5641,1.37365438700000,14.000000,0.86,5150000.0,6.400e+31
J2156+2618,0.49814907254000,48.800000,4.71,556000000.0,4.500e+30
J2157+4017,1.52526563396500,70.857000,2.90,7040000.0,3.800e+31
J2205+1444,0.93801422813000,36.717000,3.33,16500000.0,4.300e+31
J2206+6151,0.32267354994800,167.000000,13.81,12900000.0,4.700e+32
J2208+5500,0.93316107478000,101.030000,3.55,2120000.0,3.400e+32
J2212+2933,1.00459252885300,74.500000,4.76,32100000.0,1.900e+31
J2214+3000,0.00311922657908,22.557000,1.00,3530000000.0,1.800e+34
J2215+1538,0.37419589304160,29.260000,3.12,2500000.0,1.800e+33
J2215+5135,0.00260961972345,69.195100,3.26,1240000000.0,7.400e+34
J2216+5759,0.41910226464000,176.000000,7.82,96200.0,3.700e+34
J2217+5733,1.05684421944000,162.750000,6.82,25700000.0,2.200e+31
J2219+4754,0.53846882191940,43.497500,2.61,3090000.0,7.000e+32
J2222+2923,0.28139914275420,49.380000,4.46,723000000.0,1.100e+31
J2222-0137,0.03281785905307,3.284200,0.27,8870000000.0,6.600e+31
J2225+6535,0.68254249740600,36.079000,2.00,1120000.0,1.200e+33
J2229+2643,0.00297781929476,23.019000,1.43,32300000000.0,2.200e+33
J2229+6114,0.05162357393000,204.970000,3.00,10500.0,2.200e+37
J2229+6205,0.44305456063800,124.614000,5.70,3110000.0,1.000e+33
J2234+2114,1.35874531269000,35.080000,3.38,97000000.0,3.500e+30
J2235+1506,0.05976735798455,18.090000,1.15,6010000000.0,2.900e+31
J2236-5527,0.00690754939292,20.000000,2.03,11400000000.0,1.100e+33
J2238+5903,0.16273385299000,,,26600.0,8.900e+35
J2240+5832,0.13993450000000,263.500000,14.85,144000.0,2.200e+35
J2241-5236,0.00218669977155,11.410850,0.68,5220000000.0,2.500e+34
J2242+6950,1.66450078618500,40.740000,2.30,5470000.0,4.100e+31
J2243+1518,0.59679946445800,39.828000,2.90,84100000.0,2.100e+31
J2248-0101,0.47723311912300,29.050000,2.28,11500000.0,2.400e+32
J2253+1516,0.79223592011800,29.182000,2.81,189000000.0,5.300e+30
J2257+5909,0.36824645434200,151.082000,3.00,1010000.0,4.500e+33
J2301+5852,6.97907097030000,,3.30,235000.0,5.500e+31
J2302+4442,0.00519232464641,13.762000,0.75,6190000000.0,3.800e+33
J2302+6028,1.20640428819000,156.700000,6.80,9370000.0,4.600e+31
J2305+3100,1.57588633835900,49.639000,2.61,8630000.0,2.900e+31
J2305+4707,1.06637107156500,62.060000,4.35,29700000.0,1.900e+31
J2307+2225,0.53582889543200,7.080000,0.38,976000000.0,2.200e+30
J2308+5547,0.47506767480220,46.538000,2.42,37700000.0,7.300e+31
J2313+4253,0.34943368213310,17.275800,1.06,49300000.0,1.000e+32
J2317+1439,0.00344525107102,21.907000,1.89,22600000000.0,2.300e+33
J2317+2149,1.44465310231700,20.906000,1.45,21900000.0,1.400e+31
J2319+6411,0.21601827884014,246.000000,25.66,21000000.0,6.400e+32
J2321+6024,2.25648842682400,94.591000,2.70,5080000.0,2.400e+31
J2322+2057,0.00480842820984,13.372000,0.78,7850000000.0,3.400e+33
J2324-6054,2.34748605330000,14.000000,0.90,14400000.0,7.900e+30
J2325+6316,1.43630953614900,197.370000,10.86,8050000.0,3.800e+31
J2325-0530,0.86873511502500,14.966000,1.07,13400000.0,6.200e+31
J2326+6113,0.23365196949460,122.613000,4.82,10500000.0,1.100e+33
J2330-2005,1.64362218532700,8.456000,0.47,5620000.0,4.100e+31
J2333+6145,0.75689938205900,125.000000,5.01,10200000.0,1.100e+32
J2337+6151,0.49536986802800,58.410000,0.70,40600.0,6.300e+34
J2339-0533,0.00288422674155,,1.10,3240000000.0,2.300e+34
J2346-0609,1.18146338296700,22.504000,1.96,13700000.0,3.300e+31
J2354+6155,0.94478388665500,94.662000,3.31,920000.0,7.600e+32
