# Single-mode RR Lyrae stars in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/66/131 tables lmcrrabc/smcrrabc. Downloaded 2026-08-17.
#
# RRab (fundamental mode) and RRc (first overtone) only. Double-mode RRd and
#   anomalous aRRd stars are left out — they pulsate in two periods at once and
#   would smear both the Bailey diagram and the period–luminosity ridge.
# Every star has an intensity-mean V and I magnitude and an I-band amplitude.
#   Mean magnitudes are apparent: no extinction correction has been applied.
#   The Wesenheit index I - 1.55 (V - I) is derived in the scene, not stored.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum
#   light (HJD - 2450000). i_amplitude_mag is peak-to-peak I-band amplitude.
# One row per star.
cloud,star,type,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag
LMC,OGLE-LMC-RRLYR-20801,RRab,0.5491578,6000.17957,19.494,18.796,0.778
LMC,OGLE-LMC-RRLYR-20802,RRc,0.3483407,6000.01174,19.564,18.964,0.250
LMC,OGLE-LMC-RRLYR-20804,RRab,0.6466186,6000.56696,19.876,19.071,0.422
LMC,OGLE-LMC-RRLYR-20805,RRab,0.4909569,6000.18166,19.640,19.111,0.882
LMC,OGLE-LMC-RRLYR-20806,RRab,0.4770718,6000.12445,19.932,19.190,0.353
LMC,OGLE-LMC-RRLYR-20807,RRc,0.4135528,6000.01870,19.076,18.612,0.177
LMC,OGLE-LMC-RRLYR-20808,RRab,0.6173849,6000.12374,19.579,18.887,0.322
LMC,OGLE-LMC-RRLYR-20809,RRc,0.3772801,6000.13396,19.209,18.724,0.213
LMC,OGLE-LMC-RRLYR-20810,RRab,0.5153709,6000.32030,19.266,18.727,0.348
LMC,OGLE-LMC-RRLYR-20811,RRab,0.6552993,6000.06531,19.841,18.979,0.169
LMC,OGLE-LMC-RRLYR-20812,RRab,0.6010079,6000.59336,19.270,18.666,0.580
LMC,OGLE-LMC-RRLYR-20813,RRc,0.3060052,6000.02431,19.370,18.943,0.312
LMC,OGLE-LMC-RRLYR-20814,RRab,0.5712590,6000.20561,20.024,19.135,0.325
LMC,OGLE-LMC-RRLYR-20815,RRc,0.3542021,6000.08796,19.565,19.032,0.251
LMC,OGLE-LMC-RRLYR-20816,RRab,0.4877050,6000.46624,20.875,19.660,0.809
LMC,OGLE-LMC-RRLYR-20817,RRab,0.5604294,6000.55042,19.672,19.026,0.556
LMC,OGLE-LMC-RRLYR-20818,RRab,0.6085976,6000.18287,20.687,19.486,0.369
LMC,OGLE-LMC-RRLYR-20820,RRab,0.5870306,6000.23942,20.171,19.253,0.493
LMC,OGLE-LMC-RRLYR-20822,RRab,0.5634459,6000.43565,19.588,18.942,0.518
LMC,OGLE-LMC-RRLYR-20823,RRab,0.5537465,6000.45419,19.238,18.653,0.479
LMC,OGLE-LMC-RRLYR-20824,RRab,0.6147712,6000.07251,19.493,18.876,0.308
LMC,OGLE-LMC-RRLYR-20825,RRab,0.5744735,6000.56454,19.465,18.805,0.327
LMC,OGLE-LMC-RRLYR-20826,RRab,0.4533001,6000.17878,21.136,20.068,0.546
LMC,OGLE-LMC-RRLYR-20827,RRab,0.5415235,6000.11866,19.535,18.890,0.694
LMC,OGLE-LMC-RRLYR-20829,RRab,0.6432992,6000.19130,19.426,18.753,0.316
LMC,OGLE-LMC-RRLYR-20830,RRab,0.6139949,6000.24691,19.701,18.958,0.432
LMC,OGLE-LMC-RRLYR-20831,RRab,0.5085784,6000.04900,19.715,19.041,0.714
LMC,OGLE-LMC-RRLYR-20832,RRab,0.5349010,6000.33915,19.144,18.652,0.698
LMC,OGLE-LMC-RRLYR-20833,RRab,0.5483146,6000.09983,19.238,18.698,0.681
LMC,OGLE-LMC-RRLYR-20834,RRab,0.6461896,6000.08061,19.983,19.052,0.181
LMC,OGLE-LMC-RRLYR-20835,RRab,0.5887457,6000.34071,19.545,18.907,0.485
LMC,OGLE-LMC-RRLYR-20836,RRab,0.6381492,6000.00802,19.527,18.855,0.318
LMC,OGLE-LMC-RRLYR-20837,RRab,0.4886420,6000.00618,19.309,18.828,0.608
LMC,OGLE-LMC-RRLYR-20838,RRab,0.5416224,6000.38185,20.946,19.693,0.608
LMC,OGLE-LMC-RRLYR-20839,RRab,0.5728374,6000.14766,19.340,18.809,0.750
LMC,OGLE-LMC-RRLYR-20840,RRab,0.6141385,6000.33293,19.317,18.655,0.428
LMC,OGLE-LMC-RRLYR-20841,RRab,0.5986891,6000.56277,20.353,19.322,0.349
LMC,OGLE-LMC-RRLYR-20842,RRab,0.5669350,6000.22436,19.934,19.211,0.635
LMC,OGLE-LMC-RRLYR-20843,RRab,0.5437670,6000.25969,21.111,19.511,0.669
LMC,OGLE-LMC-RRLYR-20845,RRc,0.4147081,6000.12216,19.200,18.736,0.228
LMC,OGLE-LMC-RRLYR-20846,RRc,0.2844999,6000.16097,20.515,19.735,0.236
LMC,OGLE-LMC-RRLYR-20847,RRab,0.5773441,6000.49841,19.563,18.903,0.513
LMC,OGLE-LMC-RRLYR-20849,RRab,0.6620871,6000.38697,19.300,18.667,0.427
LMC,OGLE-LMC-RRLYR-20850,RRab,0.5627371,6000.55306,19.959,19.175,0.490
LMC,OGLE-LMC-RRLYR-20851,RRab,0.5698340,6000.45857,19.496,18.856,0.660
LMC,OGLE-LMC-RRLYR-20852,RRab,0.6055118,6000.08380,18.920,18.462,0.325
LMC,OGLE-LMC-RRLYR-20853,RRc,0.3502197,6000.06532,19.810,19.159,0.170
LMC,OGLE-LMC-RRLYR-20854,RRab,0.5695186,6000.44716,20.173,19.395,0.619
LMC,OGLE-LMC-RRLYR-20855,RRab,0.5683374,6000.07322,21.250,20.096,0.712
LMC,OGLE-LMC-RRLYR-20856,RRab,0.5312331,6000.51565,19.430,18.851,0.592
LMC,OGLE-LMC-RRLYR-20857,RRab,0.5780720,6000.21763,19.448,18.812,0.485
LMC,OGLE-LMC-RRLYR-20858,RRc,0.2728518,6000.09032,19.594,19.174,0.266
LMC,OGLE-LMC-RRLYR-20859,RRc,0.3313360,6000.16994,19.451,18.892,0.164
LMC,OGLE-LMC-RRLYR-20860,RRc,0.3402706,6000.33820,19.955,19.274,0.269
LMC,OGLE-LMC-RRLYR-20861,RRab,0.7163693,6000.01921,19.685,18.845,0.377
LMC,OGLE-LMC-RRLYR-20862,RRc,0.2749946,6000.06807,19.305,18.915,0.157
LMC,OGLE-LMC-RRLYR-20863,RRab,0.6064327,6000.17537,19.363,18.712,0.557
LMC,OGLE-LMC-RRLYR-20864,RRab,0.5361409,6000.09008,19.408,18.826,0.659
LMC,OGLE-LMC-RRLYR-20865,RRc,0.2675733,6000.25348,19.759,19.305,0.243
LMC,OGLE-LMC-RRLYR-20866,RRab,0.5207276,6000.33704,19.807,19.105,0.579
LMC,OGLE-LMC-RRLYR-20867,RRab,0.5524783,6000.18501,19.306,18.782,0.725
LMC,OGLE-LMC-RRLYR-20868,RRab,0.6241108,6000.07906,18.738,17.718,0.110
LMC,OGLE-LMC-RRLYR-20870,RRab,0.5799308,6000.29347,19.770,19.345,0.711
LMC,OGLE-LMC-RRLYR-20871,RRc,0.3811209,6000.25202,21.530,19.931,0.247
LMC,OGLE-LMC-RRLYR-20872,RRc,0.3397545,6000.03892,19.243,18.818,0.331
LMC,OGLE-LMC-RRLYR-20873,RRc,0.2511787,6000.22105,20.224,19.601,0.271
LMC,OGLE-LMC-RRLYR-20874,RRab,0.5947174,6000.44912,19.369,18.819,0.523
LMC,OGLE-LMC-RRLYR-20875,RRab,0.5475092,6000.27227,19.265,18.703,0.654
LMC,OGLE-LMC-RRLYR-20876,RRab,0.5553510,6000.43067,19.476,18.896,0.672
LMC,OGLE-LMC-RRLYR-20878,RRab,0.5070655,6000.07985,20.101,19.282,0.700
LMC,OGLE-LMC-RRLYR-20879,RRc,0.2906510,6000.03350,20.882,19.679,0.317
LMC,OGLE-LMC-RRLYR-20880,RRc,0.3407881,6000.13444,20.547,19.468,0.216
LMC,OGLE-LMC-RRLYR-20881,RRab,0.5992775,6000.20249,19.296,18.703,0.614
LMC,OGLE-LMC-RRLYR-20882,RRab,0.5398974,6000.24715,18.484,18.258,0.159
LMC,OGLE-LMC-RRLYR-20883,RRc,0.3435940,6000.08866,19.253,18.805,0.431
LMC,OGLE-LMC-RRLYR-20884,RRab,0.6793803,6000.67574,19.761,18.955,0.552
LMC,OGLE-LMC-RRLYR-20885,RRab,0.5122990,6000.30481,19.239,18.662,0.613
LMC,OGLE-LMC-RRLYR-20887,RRab,0.5161294,6000.28938,20.361,19.494,0.687
LMC,OGLE-LMC-RRLYR-20888,RRc,0.2717779,6000.24592,19.457,19.024,0.318
LMC,OGLE-LMC-RRLYR-20889,RRab,0.6157550,6000.46376,19.699,18.962,0.433
LMC,OGLE-LMC-RRLYR-20890,RRab,0.6599137,6000.01001,20.155,19.154,0.316
LMC,OGLE-LMC-RRLYR-20891,RRab,0.4657607,6000.45216,19.818,19.289,0.878
LMC,OGLE-LMC-RRLYR-20892,RRab,0.6443075,6000.17358,19.510,18.828,0.263
LMC,OGLE-LMC-RRLYR-20893,RRc,0.2764507,6000.09281,19.268,18.931,0.336
LMC,OGLE-LMC-RRLYR-20894,RRc,0.3287841,6000.05411,19.394,18.895,0.252
LMC,OGLE-LMC-RRLYR-20895,RRab,0.5821644,6000.18801,19.575,18.912,0.500
LMC,OGLE-LMC-RRLYR-20896,RRab,0.6660341,6000.66179,19.743,18.943,0.434
LMC,OGLE-LMC-RRLYR-20897,RRc,0.3382096,6000.24474,19.604,19.137,0.213
LMC,OGLE-LMC-RRLYR-20898,RRab,0.5576474,6000.00317,19.441,18.868,0.691
LMC,OGLE-LMC-RRLYR-20899,RRc,0.2570010,6000.12526,19.682,19.289,0.247
LMC,OGLE-LMC-RRLYR-20900,RRab,0.5458393,6000.16577,19.467,18.850,0.540
LMC,OGLE-LMC-RRLYR-20901,RRab,0.5856957,6000.58188,19.242,18.647,0.606
LMC,OGLE-LMC-RRLYR-20902,RRab,0.6363740,6000.40336,19.361,18.788,0.274
LMC,OGLE-LMC-RRLYR-20903,RRab,0.5651497,6000.17308,19.296,18.795,0.624
LMC,OGLE-LMC-RRLYR-20904,RRab,0.5680466,6000.22449,20.125,19.240,0.594
LMC,OGLE-LMC-RRLYR-20905,RRab,0.7424625,6000.09480,19.617,18.849,0.411
LMC,OGLE-LMC-RRLYR-20906,RRab,0.6394235,6000.20015,19.503,18.846,0.277
LMC,OGLE-LMC-RRLYR-20907,RRab,0.6771482,6000.66289,19.475,18.759,0.493
LMC,OGLE-LMC-RRLYR-20908,RRab,0.5131400,6000.18482,19.447,18.886,0.841
LMC,OGLE-LMC-RRLYR-20909,RRab,0.5324737,6000.02257,19.571,18.946,0.496
LMC,OGLE-LMC-RRLYR-20910,RRab,0.5402042,6000.00913,19.488,18.848,0.737
LMC,OGLE-LMC-RRLYR-20911,RRab,0.5716870,6000.32635,19.503,18.821,0.588
LMC,OGLE-LMC-RRLYR-20912,RRab,0.5114079,6000.22742,19.316,18.767,0.739
LMC,OGLE-LMC-RRLYR-20913,RRab,0.5693622,6000.30426,19.316,18.722,0.518
LMC,OGLE-LMC-RRLYR-20914,RRab,0.5385632,6000.42120,19.640,19.047,0.499
LMC,OGLE-LMC-RRLYR-20915,RRc,0.3323117,6000.21531,19.364,18.941,0.269
LMC,OGLE-LMC-RRLYR-20916,RRc,0.3165317,6000.16741,19.320,18.812,0.301
LMC,OGLE-LMC-RRLYR-20917,RRab,0.4908744,6000.20255,19.581,18.907,0.444
LMC,OGLE-LMC-RRLYR-20918,RRab,0.5026071,6000.31159,19.563,18.767,0.624
LMC,OGLE-LMC-RRLYR-20920,RRab,0.4828023,6000.04295,19.591,18.982,0.812
LMC,OGLE-LMC-RRLYR-20921,RRab,0.6126748,6000.04724,20.163,19.284,0.640
LMC,OGLE-LMC-RRLYR-20922,RRab,0.4819159,6000.08919,19.707,19.081,0.671
LMC,OGLE-LMC-RRLYR-20923,RRab,0.5995378,6000.35258,19.473,18.765,0.368
LMC,OGLE-LMC-RRLYR-20924,RRc,0.3419403,6000.08879,19.383,18.860,0.270
LMC,OGLE-LMC-RRLYR-20925,RRc,0.3498183,6000.20691,19.567,19.026,0.262
LMC,OGLE-LMC-RRLYR-20926,RRc,0.2926060,6000.02737,19.784,19.211,0.195
LMC,OGLE-LMC-RRLYR-20927,RRc,0.3008795,6000.27191,19.760,19.244,0.364
LMC,OGLE-LMC-RRLYR-20928,RRab,0.6222917,6000.11711,19.769,18.884,0.483
LMC,OGLE-LMC-RRLYR-20929,RRab,0.5056623,6000.36411,19.289,18.796,0.810
LMC,OGLE-LMC-RRLYR-20930,RRab,0.5168996,6000.17759,20.224,19.491,0.808
LMC,OGLE-LMC-RRLYR-20931,RRab,0.5219202,6000.07144,20.106,19.348,0.847
LMC,OGLE-LMC-RRLYR-20932,RRab,0.5255331,6000.45502,19.923,19.188,0.587
LMC,OGLE-LMC-RRLYR-20933,RRab,0.5816362,6000.00104,20.029,19.248,0.505
LMC,OGLE-LMC-RRLYR-20934,RRab,0.5784643,6000.11902,19.809,18.993,0.569
LMC,OGLE-LMC-RRLYR-20935,RRab,0.4823224,6000.05007,19.338,18.832,0.670
LMC,OGLE-LMC-RRLYR-20936,RRab,0.6271710,6000.34813,19.487,18.764,0.608
LMC,OGLE-LMC-RRLYR-20937,RRab,0.5755680,6000.57335,19.252,18.712,0.742
LMC,OGLE-LMC-RRLYR-20938,RRab,0.7107231,6000.04460,19.148,18.509,0.188
LMC,OGLE-LMC-RRLYR-20939,RRab,0.5698861,6000.23723,19.585,18.974,0.430
LMC,OGLE-LMC-RRLYR-20940,RRab,0.5393796,6000.19273,19.542,18.902,0.762
LMC,OGLE-LMC-RRLYR-20941,RRab,0.6415717,6000.15881,20.286,19.177,0.937
LMC,OGLE-LMC-RRLYR-20942,RRc,0.2981948,6000.17195,19.921,19.244,0.338
LMC,OGLE-LMC-RRLYR-20943,RRab,0.5006497,6000.00928,19.771,19.124,0.618
LMC,OGLE-LMC-RRLYR-20944,RRab,0.4474726,6000.17688,19.776,19.188,0.838
LMC,OGLE-LMC-RRLYR-20945,RRab,0.6365285,6000.20245,19.480,18.777,0.201
LMC,OGLE-LMC-RRLYR-20946,RRab,0.5555920,6000.52963,19.436,18.752,0.394
LMC,OGLE-LMC-RRLYR-20948,RRab,0.6495707,6000.16895,19.298,18.649,0.146
LMC,OGLE-LMC-RRLYR-20949,RRab,0.4368772,6000.26132,19.520,19.035,0.477
LMC,OGLE-LMC-RRLYR-20950,RRc,0.3474521,6000.14404,19.934,19.233,0.266
LMC,OGLE-LMC-RRLYR-20951,RRab,0.5208405,6000.23653,19.316,18.813,0.503
LMC,OGLE-LMC-RRLYR-20952,RRab,0.6307797,6000.49925,19.857,19.005,0.545
LMC,OGLE-LMC-RRLYR-20953,RRab,0.6266737,6000.17151,19.200,18.563,0.500
LMC,OGLE-LMC-RRLYR-20954,RRab,0.5780960,6000.57385,19.099,18.666,0.706
LMC,OGLE-LMC-RRLYR-20955,RRab,0.5623892,6000.36247,19.373,18.802,0.556
LMC,OGLE-LMC-RRLYR-20957,RRc,0.2307140,6000.20785,19.413,19.143,0.202
LMC,OGLE-LMC-RRLYR-20958,RRab,0.5979619,6000.09386,19.477,18.806,0.479
LMC,OGLE-LMC-RRLYR-20959,RRab,0.5315349,6000.15167,19.362,18.788,0.666
LMC,OGLE-LMC-RRLYR-20961,RRab,0.7599775,6000.32056,19.616,18.748,0.312
LMC,OGLE-LMC-RRLYR-20962,RRab,0.4972058,6000.28593,19.538,18.996,0.808
LMC,OGLE-LMC-RRLYR-20963,RRab,0.5506973,6000.33915,19.488,18.874,0.646
LMC,OGLE-LMC-RRLYR-20964,RRc,0.3330663,6000.16700,19.818,19.119,0.229
LMC,OGLE-LMC-RRLYR-20965,RRab,0.4923363,6000.31733,19.662,19.049,0.270
LMC,OGLE-LMC-RRLYR-20966,RRab,0.6343494,6000.10583,19.498,18.854,0.244
LMC,OGLE-LMC-RRLYR-20967,RRab,0.5726900,6000.08339,19.338,18.755,0.536
LMC,OGLE-LMC-RRLYR-20968,RRab,0.6311293,6000.14740,19.861,19.072,0.423
LMC,OGLE-LMC-RRLYR-20969,RRab,0.5585048,6000.46363,19.752,19.020,0.673
LMC,OGLE-LMC-RRLYR-20970,RRab,0.5576439,6000.13395,19.384,18.795,0.619
LMC,OGLE-LMC-RRLYR-20971,RRc,0.2801570,6000.14208,19.961,19.316,0.268
LMC,OGLE-LMC-RRLYR-20972,RRc,0.3004069,6000.03893,19.300,18.897,0.307
LMC,OGLE-LMC-RRLYR-20974,RRab,0.6519204,6000.50190,19.567,18.839,0.228
LMC,OGLE-LMC-RRLYR-20976,RRab,0.5089372,6000.12439,21.537,20.292,0.530
LMC,OGLE-LMC-RRLYR-20978,RRc,0.2766335,6000.23992,19.196,18.829,0.158
LMC,OGLE-LMC-RRLYR-20979,RRab,0.6007187,6000.54705,19.315,18.747,0.724
LMC,OGLE-LMC-RRLYR-20982,RRab,0.5978699,6000.05504,19.558,18.925,0.662
LMC,OGLE-LMC-RRLYR-20983,RRc,0.3320415,6000.01575,19.436,18.944,0.113
LMC,OGLE-LMC-RRLYR-20984,RRc,0.2984738,6000.28897,20.254,19.519,0.333
LMC,OGLE-LMC-RRLYR-20986,RRab,0.4902714,6000.10195,19.999,19.203,0.851
LMC,OGLE-LMC-RRLYR-20987,RRc,0.3606757,6000.06009,19.198,18.747,0.258
LMC,OGLE-LMC-RRLYR-20988,RRab,0.5607717,6000.41890,19.484,18.803,0.542
LMC,OGLE-LMC-RRLYR-20989,RRab,0.5571264,6000.31626,19.481,18.849,0.533
LMC,OGLE-LMC-RRLYR-20990,RRc,0.2838363,6000.04240,19.520,19.052,0.283
LMC,OGLE-LMC-RRLYR-20991,RRab,0.6330460,6000.26044,19.604,18.883,0.203
LMC,OGLE-LMC-RRLYR-20992,RRc,0.3026109,6000.14371,19.389,18.928,0.281
LMC,OGLE-LMC-RRLYR-20993,RRc,0.3358049,6000.19374,19.308,18.821,0.340
LMC,OGLE-LMC-RRLYR-20994,RRab,0.5805894,6000.54204,19.494,18.848,0.575
LMC,OGLE-LMC-RRLYR-20995,RRab,0.6271539,6000.44778,19.329,18.697,0.345
LMC,OGLE-LMC-RRLYR-20996,RRc,0.3953446,6000.33645,19.594,18.916,0.267
LMC,OGLE-LMC-RRLYR-20997,RRab,0.5646615,6000.17880,19.592,19.139,0.601
LMC,OGLE-LMC-RRLYR-20998,RRab,0.5353767,6000.03028,18.409,17.383,0.181
LMC,OGLE-LMC-RRLYR-20999,RRab,0.5956862,6000.24795,19.442,18.850,0.610
LMC,OGLE-LMC-RRLYR-21000,RRab,0.3962111,6000.25527,21.110,19.790,0.324
LMC,OGLE-LMC-RRLYR-21001,RRab,0.4560734,6000.21224,19.395,18.927,0.661
LMC,OGLE-LMC-RRLYR-21002,RRab,0.4851254,6000.40771,19.730,19.087,0.762
LMC,OGLE-LMC-RRLYR-21003,RRab,0.5039275,6000.39109,19.331,18.795,0.560
LMC,OGLE-LMC-RRLYR-21004,RRab,0.6732935,6000.25388,19.482,18.856,0.142
LMC,OGLE-LMC-RRLYR-21007,RRab,0.6299685,6000.46995,19.021,18.440,0.292
LMC,OGLE-LMC-RRLYR-21008,RRab,0.4683014,6000.24207,20.082,19.384,0.892
LMC,OGLE-LMC-RRLYR-21009,RRc,0.3417478,6000.01497,19.395,18.708,0.142
LMC,OGLE-LMC-RRLYR-21010,RRab,0.5648093,6000.13672,19.648,18.952,0.617
LMC,OGLE-LMC-RRLYR-21011,RRab,0.7029985,6000.02726,21.265,19.794,0.201
LMC,OGLE-LMC-RRLYR-21012,RRab,0.9703987,6000.21908,19.182,18.404,0.170
LMC,OGLE-LMC-RRLYR-21013,RRab,0.6329312,6000.02613,19.431,18.777,0.321
LMC,OGLE-LMC-RRLYR-21014,RRab,0.6454877,6000.29662,19.130,18.530,0.293
LMC,OGLE-LMC-RRLYR-21015,RRab,0.6416452,6000.56938,19.489,18.813,0.166
LMC,OGLE-LMC-RRLYR-21016,RRc,0.2985539,6000.17663,19.863,19.279,0.311
LMC,OGLE-LMC-RRLYR-21017,RRab,0.5869267,6000.32709,19.450,18.855,0.544
LMC,OGLE-LMC-RRLYR-21018,RRab,0.6481701,6000.47216,19.501,19.459,0.376
LMC,OGLE-LMC-RRLYR-21019,RRab,0.5379555,6000.49933,19.234,18.695,0.723
LMC,OGLE-LMC-RRLYR-21021,RRab,0.6182395,6000.53054,19.391,18.744,0.393
LMC,OGLE-LMC-RRLYR-21022,RRab,0.5652098,6000.40455,19.183,18.693,0.559
LMC,OGLE-LMC-RRLYR-21023,RRc,0.3504539,6000.17010,19.726,19.116,0.290
LMC,OGLE-LMC-RRLYR-21024,RRab,0.6097812,6000.15913,19.307,18.684,0.696
LMC,OGLE-LMC-RRLYR-21025,RRab,0.5484773,6000.25715,20.059,19.258,0.404
LMC,OGLE-LMC-RRLYR-21026,RRc,0.2430748,6000.11702,19.597,19.174,0.293
LMC,OGLE-LMC-RRLYR-21027,RRc,0.4181215,6000.12219,19.922,19.481,0.124
LMC,OGLE-LMC-RRLYR-21028,RRc,0.3397778,6000.11045,19.335,18.882,0.256
LMC,OGLE-LMC-RRLYR-21029,RRc,0.3232551,6000.27039,20.700,19.809,0.315
LMC,OGLE-LMC-RRLYR-21030,RRab,0.5335724,6000.20757,19.469,18.840,0.552
LMC,OGLE-LMC-RRLYR-21031,RRc,0.3330361,6000.02293,19.036,18.636,0.271
LMC,OGLE-LMC-RRLYR-21032,RRab,0.7000377,6000.25683,19.081,18.463,0.503
LMC,OGLE-LMC-RRLYR-21033,RRab,0.4159525,6000.03716,21.404,19.840,0.664
LMC,OGLE-LMC-RRLYR-21034,RRab,0.5431993,6000.39652,19.464,18.874,0.714
LMC,OGLE-LMC-RRLYR-21036,RRab,0.5587148,6000.14525,19.881,19.139,0.633
LMC,OGLE-LMC-RRLYR-21037,RRab,0.5693167,6000.35755,20.323,19.432,0.675
LMC,OGLE-LMC-RRLYR-21039,RRab,0.5295431,6000.39837,19.546,18.878,0.734
LMC,OGLE-LMC-RRLYR-21041,RRc,0.3420308,6000.33630,19.216,18.742,0.220
LMC,OGLE-LMC-RRLYR-21042,RRab,0.5297690,6000.12022,19.905,19.197,0.782
LMC,OGLE-LMC-RRLYR-21044,RRc,0.2302360,6000.13518,19.678,19.311,0.127
LMC,OGLE-LMC-RRLYR-21045,RRc,0.3481185,6000.01211,19.356,18.872,0.269
LMC,OGLE-LMC-RRLYR-21046,RRab,0.5754039,6000.11220,19.736,19.209,0.728
LMC,OGLE-LMC-RRLYR-21047,RRab,0.5350537,6000.10123,19.669,19.032,0.823
LMC,OGLE-LMC-RRLYR-21048,RRc,0.2751862,6000.16988,19.808,19.303,0.320
LMC,OGLE-LMC-RRLYR-21049,RRc,0.3235496,6000.09133,21.324,20.010,0.245
LMC,OGLE-LMC-RRLYR-21050,RRab,0.6359660,6000.24602,19.275,18.625,0.316
LMC,OGLE-LMC-RRLYR-21051,RRab,0.6238603,6000.39318,19.660,18.946,0.553
LMC,OGLE-LMC-RRLYR-21052,RRab,0.5907281,6000.08820,19.947,19.105,0.819
LMC,OGLE-LMC-RRLYR-21053,RRab,0.5433611,6000.22256,19.444,18.897,0.621
LMC,OGLE-LMC-RRLYR-21054,RRab,0.5889311,6000.34014,19.357,18.772,0.648
LMC,OGLE-LMC-RRLYR-21055,RRab,0.5711086,6000.50168,20.154,19.330,0.495
LMC,OGLE-LMC-RRLYR-21056,RRab,0.5914370,6000.19722,19.276,18.689,0.497
LMC,OGLE-LMC-RRLYR-21057,RRab,0.7248554,6000.69806,19.111,18.427,0.464
LMC,OGLE-LMC-RRLYR-21058,RRab,0.5086732,6000.22576,19.655,19.022,0.639
LMC,OGLE-LMC-RRLYR-21059,RRab,0.6146672,6000.09932,19.676,18.921,0.390
LMC,OGLE-LMC-RRLYR-21060,RRab,0.6904501,6000.37612,19.129,18.546,0.451
LMC,OGLE-LMC-RRLYR-21061,RRab,0.5974500,6000.19748,19.327,18.734,0.524
LMC,OGLE-LMC-RRLYR-21062,RRab,0.5193605,6000.36591,20.452,19.481,0.739
LMC,OGLE-LMC-RRLYR-21063,RRc,0.3020923,6000.25594,19.576,19.040,0.306
LMC,OGLE-LMC-RRLYR-21064,RRab,0.5194376,6000.44301,20.418,19.421,0.721
LMC,OGLE-LMC-RRLYR-21066,RRc,0.3458483,6000.08529,19.579,19.021,0.227
LMC,OGLE-LMC-RRLYR-21068,RRab,0.4896789,6000.22826,19.991,19.273,0.658
LMC,OGLE-LMC-RRLYR-21069,RRab,0.5662647,6000.26539,20.409,19.477,0.497
LMC,OGLE-LMC-RRLYR-21070,RRc,0.2640673,6000.01680,19.509,19.075,0.107
LMC,OGLE-LMC-RRLYR-21071,RRab,0.6030336,6000.04365,19.785,18.997,0.380
LMC,OGLE-LMC-RRLYR-21073,RRab,0.5405086,6000.13389,20.463,19.462,0.732
LMC,OGLE-LMC-RRLYR-21074,RRab,0.5871399,6000.39184,19.414,18.800,0.504
LMC,OGLE-LMC-RRLYR-21075,RRab,0.3756505,6000.00983,20.125,19.506,0.899
LMC,OGLE-LMC-RRLYR-21077,RRab,0.4824540,6000.43668,20.527,19.469,0.640
LMC,OGLE-LMC-RRLYR-21078,RRab,0.5083897,6000.50758,19.237,18.738,0.534
LMC,OGLE-LMC-RRLYR-21079,RRab,0.5531490,6000.11369,19.706,18.947,0.387
LMC,OGLE-LMC-RRLYR-21080,RRc,0.2647482,6000.04741,19.385,19.031,0.139
LMC,OGLE-LMC-RRLYR-21081,RRab,0.5580461,6000.38475,19.351,18.824,0.682
LMC,OGLE-LMC-RRLYR-21082,RRc,0.4005150,6000.26222,19.231,18.671,0.297
LMC,OGLE-LMC-RRLYR-21083,RRab,0.5190953,6000.09485,19.762,19.136,0.717
LMC,OGLE-LMC-RRLYR-21084,RRab,0.5450006,6000.30039,19.630,18.950,0.643
LMC,OGLE-LMC-RRLYR-21085,RRab,0.6392529,6000.21049,20.873,19.688,0.224
LMC,OGLE-LMC-RRLYR-21087,RRab,0.4978971,6000.05823,19.265,18.740,0.223
LMC,OGLE-LMC-RRLYR-21088,RRab,0.5752843,6000.13071,20.944,19.887,0.508
LMC,OGLE-LMC-RRLYR-21089,RRab,0.7950247,6000.40768,18.836,18.173,0.297
LMC,OGLE-LMC-RRLYR-21090,RRc,0.3383980,6000.27652,19.930,19.192,0.212
LMC,OGLE-LMC-RRLYR-21091,RRc,0.3021573,6000.23327,19.278,18.882,0.359
LMC,OGLE-LMC-RRLYR-21092,RRc,0.3555985,6000.29985,19.456,18.909,0.274
LMC,OGLE-LMC-RRLYR-21093,RRab,0.6121313,6000.35080,21.163,19.908,0.386
LMC,OGLE-LMC-RRLYR-21094,RRab,0.4338559,6000.28059,19.874,19.306,0.753
LMC,OGLE-LMC-RRLYR-21095,RRc,0.2889452,6000.22082,19.343,18.843,0.266
LMC,OGLE-LMC-RRLYR-21096,RRab,0.5924803,6000.06620,19.169,18.594,0.510
LMC,OGLE-LMC-RRLYR-21098,RRc,0.3530947,6000.18514,20.136,19.357,0.285
LMC,OGLE-LMC-RRLYR-21099,RRc,0.3369629,6000.12259,20.051,19.310,0.271
LMC,OGLE-LMC-RRLYR-21100,RRc,0.2844778,6000.23210,19.861,19.295,0.367
LMC,OGLE-LMC-RRLYR-21101,RRc,0.3511687,6000.17642,19.314,18.730,0.247
LMC,OGLE-LMC-RRLYR-21103,RRab,0.4804859,6000.34055,21.580,20.345,0.552
LMC,OGLE-LMC-RRLYR-21104,RRab,0.5564425,6000.20473,19.426,18.831,0.673
