# Single-mode RR Lyrae stars in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/66/131 tables lmcrrabc/smcrrabc. Downloaded 2026-08-17.
#
# RRab (fundamental mode) and RRc (first overtone) only. Double-mode RRd and
#   anomalous aRRd stars are left out — they pulsate in two periods at once and
#   would smear both the Bailey diagram and the period–luminosity ridge.
# Every star has an intensity-mean V and I magnitude and an I-band amplitude.
#   Mean magnitudes are apparent: no extinction correction has been applied.
#   The Wesenheit index I - 1.55 (V - I) is derived in the scene, not stored.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum
#   light (HJD - 2450000). i_amplitude_mag is peak-to-peak I-band amplitude.
# One row per star.
cloud,star,type,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag
LMC,OGLE-LMC-RRLYR-20498,RRab,0.6299688,6000.25230,19.456,18.786,0.199
LMC,OGLE-LMC-RRLYR-20499,RRab,0.3880476,6000.14318,20.495,19.628,0.533
LMC,OGLE-LMC-RRLYR-20500,RRab,0.5224807,6000.11534,19.707,19.039,0.622
LMC,OGLE-LMC-RRLYR-20501,RRab,0.6838875,6000.37169,19.299,18.681,0.423
LMC,OGLE-LMC-RRLYR-20502,RRab,0.6105823,6000.21763,19.343,18.710,0.434
LMC,OGLE-LMC-RRLYR-20503,RRc,0.2676730,6000.18621,19.434,19.055,0.170
LMC,OGLE-LMC-RRLYR-20504,RRab,0.5532370,6000.03437,19.763,19.092,0.637
LMC,OGLE-LMC-RRLYR-20505,RRab,0.6375738,6000.38135,19.419,18.798,0.533
LMC,OGLE-LMC-RRLYR-20507,RRab,0.5698784,6000.27420,19.325,18.798,0.701
LMC,OGLE-LMC-RRLYR-20508,RRab,0.6346196,6000.08386,19.809,19.007,0.444
LMC,OGLE-LMC-RRLYR-20509,RRab,0.7005379,6000.56319,19.442,18.802,0.366
LMC,OGLE-LMC-RRLYR-20510,RRc,0.3570537,6000.00472,19.753,19.078,0.218
LMC,OGLE-LMC-RRLYR-20511,RRab,0.5215519,6000.04436,19.908,19.185,0.692
LMC,OGLE-LMC-RRLYR-20512,RRab,0.5177021,6000.35520,19.314,18.696,0.435
LMC,OGLE-LMC-RRLYR-20513,RRab,0.5741443,6000.32043,19.445,18.825,0.586
LMC,OGLE-LMC-RRLYR-20514,RRab,0.5235831,6000.29768,20.116,19.349,0.745
LMC,OGLE-LMC-RRLYR-20515,RRab,0.5250025,6000.03503,18.984,19.489,1.436
LMC,OGLE-LMC-RRLYR-20516,RRab,0.5699859,6000.09514,19.543,18.904,0.741
LMC,OGLE-LMC-RRLYR-20517,RRab,0.5840216,6000.18336,19.442,18.837,0.701
LMC,OGLE-LMC-RRLYR-20518,RRc,0.4028119,6000.12244,18.998,18.644,0.252
LMC,OGLE-LMC-RRLYR-20519,RRc,0.3424584,6000.02465,19.848,19.153,0.238
LMC,OGLE-LMC-RRLYR-20520,RRab,0.6642595,6000.48987,19.241,18.744,0.392
LMC,OGLE-LMC-RRLYR-20521,RRab,0.7165609,6000.42134,19.212,18.600,0.424
LMC,OGLE-LMC-RRLYR-20522,RRab,0.5997296,6000.42845,19.396,18.169,0.125
LMC,OGLE-LMC-RRLYR-20523,RRab,0.6139073,6000.12359,19.891,19.103,0.471
LMC,OGLE-LMC-RRLYR-20524,RRab,0.5151414,6000.28739,19.812,19.085,0.539
LMC,OGLE-LMC-RRLYR-20525,RRab,0.5496886,6000.06897,19.415,18.860,0.594
LMC,OGLE-LMC-RRLYR-20526,RRab,0.5528960,6000.26351,19.222,18.662,0.677
LMC,OGLE-LMC-RRLYR-20528,RRc,0.2814057,6000.16380,20.490,19.687,0.273
LMC,OGLE-LMC-RRLYR-20529,RRab,0.5761747,6000.25063,19.232,18.640,0.494
LMC,OGLE-LMC-RRLYR-20530,RRab,0.6358917,6000.35337,19.385,18.656,0.313
LMC,OGLE-LMC-RRLYR-20531,RRab,0.6089631,6000.47508,19.262,18.627,0.418
LMC,OGLE-LMC-RRLYR-20532,RRab,0.5609141,6000.02552,19.232,18.591,0.327
LMC,OGLE-LMC-RRLYR-20533,RRab,0.5218133,6000.19155,19.979,19.289,0.604
LMC,OGLE-LMC-RRLYR-20534,RRab,0.7562350,6000.72297,21.214,19.827,0.274
LMC,OGLE-LMC-RRLYR-20535,RRab,0.5227730,6000.37247,20.593,19.328,0.332
LMC,OGLE-LMC-RRLYR-20536,RRab,0.5027220,6000.25070,19.332,18.848,0.763
LMC,OGLE-LMC-RRLYR-20537,RRab,0.5366078,6000.17624,19.660,18.946,0.610
LMC,OGLE-LMC-RRLYR-20539,RRc,0.3681586,6000.01898,18.979,18.709,0.125
LMC,OGLE-LMC-RRLYR-20540,RRab,0.6601903,6000.12892,19.820,19.023,0.407
LMC,OGLE-LMC-RRLYR-20541,RRab,0.5016072,6000.36386,19.311,18.787,0.847
LMC,OGLE-LMC-RRLYR-20542,RRab,0.5427405,6000.30811,19.656,19.006,0.709
LMC,OGLE-LMC-RRLYR-20543,RRab,0.5301042,6000.33194,19.926,19.164,0.794
LMC,OGLE-LMC-RRLYR-20544,RRab,0.4963354,6000.01301,19.994,19.226,0.532
LMC,OGLE-LMC-RRLYR-20545,RRab,0.6977055,6000.24653,19.226,18.585,0.462
LMC,OGLE-LMC-RRLYR-20548,RRc,0.2761394,6000.27491,19.528,19.092,0.136
LMC,OGLE-LMC-RRLYR-20550,RRc,0.3047828,6000.23632,20.047,19.409,0.321
LMC,OGLE-LMC-RRLYR-20551,RRc,0.3720149,6000.36322,19.687,19.067,0.229
LMC,OGLE-LMC-RRLYR-20552,RRab,0.5907145,6000.16930,19.895,18.845,0.263
LMC,OGLE-LMC-RRLYR-20553,RRc,0.2991460,6000.18525,19.514,18.680,0.118
LMC,OGLE-LMC-RRLYR-20554,RRab,0.5341395,6000.15204,19.345,18.721,0.748
LMC,OGLE-LMC-RRLYR-20555,RRab,0.5759351,6000.05469,20.665,19.232,0.561
LMC,OGLE-LMC-RRLYR-20556,RRab,0.4292402,6000.15583,19.626,19.064,0.669
LMC,OGLE-LMC-RRLYR-20557,RRab,0.7246738,6000.24300,19.170,18.564,0.391
LMC,OGLE-LMC-RRLYR-20558,RRab,0.5578237,6000.15911,19.291,18.739,0.633
LMC,OGLE-LMC-RRLYR-20559,RRab,0.5283165,6000.49039,19.788,19.061,0.580
LMC,OGLE-LMC-RRLYR-20560,RRab,0.6316700,6000.16700,19.461,18.794,0.217
LMC,OGLE-LMC-RRLYR-20561,RRab,0.5365699,6000.03348,20.498,19.489,0.830
LMC,OGLE-LMC-RRLYR-20562,RRc,0.3492415,6000.26991,19.120,18.651,0.160
LMC,OGLE-LMC-RRLYR-20563,RRab,0.4609947,6000.07233,19.666,19.014,0.798
LMC,OGLE-LMC-RRLYR-20564,RRab,0.5692089,6000.46649,19.640,18.946,0.544
LMC,OGLE-LMC-RRLYR-20565,RRab,0.4923312,6000.27881,20.140,19.369,0.896
LMC,OGLE-LMC-RRLYR-20566,RRc,0.3403187,6000.30636,19.311,18.848,0.319
LMC,OGLE-LMC-RRLYR-20567,RRab,0.6139940,6000.19135,19.467,18.807,0.421
LMC,OGLE-LMC-RRLYR-20569,RRab,0.5566185,6000.05354,19.335,18.766,0.632
LMC,OGLE-LMC-RRLYR-20570,RRab,0.5835530,6000.02948,19.419,18.745,0.546
LMC,OGLE-LMC-RRLYR-20572,RRab,0.5919789,6000.36475,20.281,19.838,0.682
LMC,OGLE-LMC-RRLYR-20573,RRc,0.3702342,6000.31674,20.001,19.295,0.255
LMC,OGLE-LMC-RRLYR-20574,RRab,0.5866015,6000.13299,19.504,18.854,0.468
LMC,OGLE-LMC-RRLYR-20575,RRab,0.4994996,6000.29528,19.445,18.876,0.676
LMC,OGLE-LMC-RRLYR-20576,RRc,0.3304759,6000.10253,19.578,19.178,0.281
LMC,OGLE-LMC-RRLYR-20577,RRab,0.4695462,6000.13855,19.586,19.115,0.901
LMC,OGLE-LMC-RRLYR-20578,RRc,0.3381476,6000.07081,19.724,19.100,0.249
LMC,OGLE-LMC-RRLYR-20579,RRab,0.5190384,6000.51621,19.784,19.138,0.798
LMC,OGLE-LMC-RRLYR-20580,RRc,0.3003531,6000.13802,19.631,19.059,0.391
LMC,OGLE-LMC-RRLYR-20581,RRc,0.3042606,6000.15746,19.013,18.658,0.189
LMC,OGLE-LMC-RRLYR-20582,RRab,0.6365945,6000.15433,19.292,18.711,0.279
LMC,OGLE-LMC-RRLYR-20583,RRc,0.3584731,6000.32755,19.621,19.063,0.242
LMC,OGLE-LMC-RRLYR-20584,RRc,0.3327827,6000.09442,19.575,19.054,0.283
LMC,OGLE-LMC-RRLYR-20586,RRab,0.6612450,6000.23411,19.580,18.853,0.206
LMC,OGLE-LMC-RRLYR-20587,RRc,0.2735486,6000.02629,19.416,18.994,0.113
LMC,OGLE-LMC-RRLYR-20588,RRab,0.5641524,6000.06831,19.538,18.886,0.462
LMC,OGLE-LMC-RRLYR-20589,RRab,0.6022762,6000.25459,20.228,19.320,0.397
LMC,OGLE-LMC-RRLYR-20590,RRab,0.4938087,6000.31747,20.387,19.565,0.642
LMC,OGLE-LMC-RRLYR-20591,RRc,0.3206931,6000.04153,19.606,19.321,0.212
LMC,OGLE-LMC-RRLYR-20592,RRc,0.3247350,6000.31833,19.717,19.094,0.234
LMC,OGLE-LMC-RRLYR-20593,RRab,0.5025881,6000.11865,19.451,18.889,0.525
LMC,OGLE-LMC-RRLYR-20594,RRab,0.4291863,6000.20038,19.630,19.121,0.584
LMC,OGLE-LMC-RRLYR-20595,RRab,0.5897734,6000.45821,19.277,18.633,0.452
LMC,OGLE-LMC-RRLYR-20596,RRc,0.3390361,6000.06462,20.129,19.422,0.245
LMC,OGLE-LMC-RRLYR-20597,RRab,0.5438156,6000.52512,19.466,18.854,0.478
LMC,OGLE-LMC-RRLYR-20599,RRc,0.3329403,6000.20050,19.650,19.093,0.253
LMC,OGLE-LMC-RRLYR-20600,RRab,0.6516656,6000.64840,19.527,18.821,0.196
LMC,OGLE-LMC-RRLYR-20601,RRab,0.5110006,6000.29421,20.613,19.683,0.766
LMC,OGLE-LMC-RRLYR-20602,RRab,0.5286456,6000.15029,19.638,19.026,0.460
LMC,OGLE-LMC-RRLYR-20603,RRab,0.5560608,6000.07226,19.823,19.132,0.652
LMC,OGLE-LMC-RRLYR-20604,RRab,0.5338462,6000.45230,19.435,18.820,0.699
LMC,OGLE-LMC-RRLYR-20606,RRab,0.5031307,6000.21786,19.378,18.888,0.478
LMC,OGLE-LMC-RRLYR-20607,RRc,0.3424731,6000.07402,19.686,19.081,0.282
LMC,OGLE-LMC-RRLYR-20608,RRab,0.6127262,6000.31919,19.556,18.848,0.390
LMC,OGLE-LMC-RRLYR-20610,RRab,0.6200577,6000.52529,19.258,18.679,0.567
LMC,OGLE-LMC-RRLYR-20611,RRc,0.3047504,6000.23018,20.001,19.351,0.241
LMC,OGLE-LMC-RRLYR-20612,RRab,0.5604229,6000.38622,20.085,19.256,0.580
LMC,OGLE-LMC-RRLYR-20613,RRab,0.5825940,6000.04933,20.007,19.188,0.718
LMC,OGLE-LMC-RRLYR-20614,RRab,0.7468186,6000.58665,20.087,19.164,0.259
LMC,OGLE-LMC-RRLYR-20615,RRc,0.3069392,6000.04099,19.381,18.947,0.367
LMC,OGLE-LMC-RRLYR-20616,RRab,0.5895758,6000.31726,19.241,18.676,0.489
LMC,OGLE-LMC-RRLYR-20617,RRab,0.6762311,6000.01095,19.408,18.733,0.202
LMC,OGLE-LMC-RRLYR-20618,RRc,0.4227056,6000.04631,18.946,18.461,0.262
LMC,OGLE-LMC-RRLYR-20619,RRab,0.6295808,6000.22008,20.418,19.378,0.321
LMC,OGLE-LMC-RRLYR-20620,RRab,0.6292291,6000.45344,19.543,18.824,0.271
LMC,OGLE-LMC-RRLYR-20621,RRab,0.6092826,6000.10419,19.420,18.746,0.440
LMC,OGLE-LMC-RRLYR-20622,RRab,0.4541136,6000.18083,19.255,18.995,0.857
LMC,OGLE-LMC-RRLYR-20623,RRab,0.4652458,6000.12213,20.962,19.855,0.856
LMC,OGLE-LMC-RRLYR-20624,RRab,0.4988916,6000.19949,19.474,18.930,0.883
LMC,OGLE-LMC-RRLYR-20625,RRab,0.5626619,6000.14189,19.388,18.816,0.520
LMC,OGLE-LMC-RRLYR-20626,RRab,0.6623339,6000.31277,19.340,18.721,0.469
LMC,OGLE-LMC-RRLYR-20627,RRab,0.6989682,6000.34101,19.496,18.806,0.306
LMC,OGLE-LMC-RRLYR-20628,RRab,0.5215685,6000.51129,19.256,18.717,0.438
LMC,OGLE-LMC-RRLYR-20629,RRc,0.3473141,6000.14301,19.332,18.785,0.218
LMC,OGLE-LMC-RRLYR-20630,RRab,0.5880129,6000.12519,20.118,19.024,0.493
LMC,OGLE-LMC-RRLYR-20631,RRab,0.5318601,6000.49487,19.196,18.663,0.470
LMC,OGLE-LMC-RRLYR-20632,RRc,0.2797368,6000.06622,19.674,19.223,0.280
LMC,OGLE-LMC-RRLYR-20633,RRab,0.5429487,6000.01904,19.679,19.047,0.647
LMC,OGLE-LMC-RRLYR-20634,RRc,0.3018856,6000.14950,19.157,18.425,0.116
LMC,OGLE-LMC-RRLYR-20636,RRab,0.5510429,6000.53307,19.733,19.056,0.699
LMC,OGLE-LMC-RRLYR-20637,RRab,0.5446066,6000.29139,19.815,19.169,0.606
LMC,OGLE-LMC-RRLYR-20638,RRab,0.6119872,6000.60180,20.924,19.698,0.354
LMC,OGLE-LMC-RRLYR-20639,RRab,0.6317039,6000.40629,21.471,19.945,0.407
LMC,OGLE-LMC-RRLYR-20641,RRab,0.6093742,6000.22392,19.688,18.915,0.477
LMC,OGLE-LMC-RRLYR-20642,RRab,0.5444636,6000.06419,19.448,18.869,0.667
LMC,OGLE-LMC-RRLYR-20644,RRab,0.5895242,6000.11215,19.371,18.766,0.543
LMC,OGLE-LMC-RRLYR-20645,RRab,0.5283521,6000.28015,19.293,18.774,0.761
LMC,OGLE-LMC-RRLYR-20646,RRab,0.5993164,6000.58994,19.623,18.905,0.445
LMC,OGLE-LMC-RRLYR-20647,RRab,0.5173553,6000.23405,19.696,19.086,0.871
LMC,OGLE-LMC-RRLYR-20648,RRab,0.5718513,6000.45282,19.646,18.980,0.566
LMC,OGLE-LMC-RRLYR-20649,RRc,0.3434711,6000.05880,19.200,18.751,0.250
LMC,OGLE-LMC-RRLYR-20650,RRab,0.6656025,6000.24018,19.188,18.549,0.471
LMC,OGLE-LMC-RRLYR-20651,RRc,0.3098298,6000.08291,19.697,19.186,0.345
LMC,OGLE-LMC-RRLYR-20652,RRab,0.5893122,6000.04798,19.194,18.679,0.744
LMC,OGLE-LMC-RRLYR-20653,RRab,0.4739319,6000.31198,19.350,18.870,0.717
LMC,OGLE-LMC-RRLYR-20654,RRab,0.5812560,6000.56795,19.276,18.709,0.518
LMC,OGLE-LMC-RRLYR-20655,RRab,0.4454163,6000.10532,20.362,19.519,0.738
LMC,OGLE-LMC-RRLYR-20656,RRc,0.3513049,6000.34822,19.545,18.980,0.269
LMC,OGLE-LMC-RRLYR-20657,RRab,0.4680513,6000.38159,20.498,19.511,0.846
LMC,OGLE-LMC-RRLYR-20658,RRab,0.7605949,6000.51652,19.980,19.041,0.141
LMC,OGLE-LMC-RRLYR-20659,RRab,0.5198344,6000.03560,19.865,19.208,0.362
LMC,OGLE-LMC-RRLYR-20660,RRab,0.5535103,6000.49511,19.456,18.860,0.664
LMC,OGLE-LMC-RRLYR-20662,RRab,0.5267502,6000.41755,19.644,19.015,0.500
LMC,OGLE-LMC-RRLYR-20663,RRab,0.5114146,6000.11624,19.549,18.939,0.817
LMC,OGLE-LMC-RRLYR-20664,RRc,0.2778379,6000.06176,19.921,19.292,0.300
LMC,OGLE-LMC-RRLYR-20665,RRab,0.4692867,6000.42759,20.545,19.736,0.830
LMC,OGLE-LMC-RRLYR-20666,RRab,0.6328043,6000.36658,19.669,18.806,0.254
LMC,OGLE-LMC-RRLYR-20667,RRab,0.5652609,6000.37166,18.546,17.817,0.233
LMC,OGLE-LMC-RRLYR-20668,RRab,0.6094847,6000.18090,19.589,18.846,0.455
LMC,OGLE-LMC-RRLYR-20669,RRab,0.5089346,6000.50563,19.466,18.942,0.500
LMC,OGLE-LMC-RRLYR-20670,RRab,0.5595770,6000.05638,19.586,18.896,0.543
LMC,OGLE-LMC-RRLYR-20671,RRab,0.6127733,6000.08461,19.347,18.730,0.380
LMC,OGLE-LMC-RRLYR-20672,RRc,0.3734027,6000.10269,20.463,19.213,0.269
LMC,OGLE-LMC-RRLYR-20673,RRab,0.4026582,6000.08936,19.579,19.130,0.720
LMC,OGLE-LMC-RRLYR-20674,RRab,0.6675853,6000.02077,19.541,18.777,0.126
LMC,OGLE-LMC-RRLYR-20675,RRc,0.2703928,6000.06553,19.435,18.964,0.161
LMC,OGLE-LMC-RRLYR-20676,RRab,0.5816913,6000.37580,19.430,18.823,0.600
LMC,OGLE-LMC-RRLYR-20677,RRab,0.5372672,6000.05244,20.103,19.380,0.599
LMC,OGLE-LMC-RRLYR-20678,RRab,0.4754465,6000.00033,19.491,18.874,0.407
LMC,OGLE-LMC-RRLYR-20679,RRab,0.7947422,6000.31117,19.141,18.429,0.256
LMC,OGLE-LMC-RRLYR-20680,RRc,0.3350194,6000.12660,19.590,19.078,0.327
LMC,OGLE-LMC-RRLYR-20681,RRab,0.6569198,6000.36546,19.570,18.853,0.172
LMC,OGLE-LMC-RRLYR-20682,RRab,0.7223212,6000.70120,19.410,18.727,0.287
LMC,OGLE-LMC-RRLYR-20683,RRab,0.5480109,6000.21703,19.780,19.133,0.529
LMC,OGLE-LMC-RRLYR-20684,RRab,0.6130333,6000.22154,19.213,18.634,0.418
LMC,OGLE-LMC-RRLYR-20685,RRab,0.5812344,6000.55505,20.122,19.029,0.430
LMC,OGLE-LMC-RRLYR-20686,RRab,0.6082068,6000.56907,19.271,18.675,0.665
LMC,OGLE-LMC-RRLYR-20687,RRab,0.5959912,6000.38610,19.981,19.139,0.439
LMC,OGLE-LMC-RRLYR-20688,RRab,0.6678713,6000.39507,20.287,19.305,0.355
LMC,OGLE-LMC-RRLYR-20689,RRab,0.5421714,6000.02215,19.197,18.774,0.705
LMC,OGLE-LMC-RRLYR-20690,RRab,0.4820952,6000.45937,20.613,19.553,0.796
LMC,OGLE-LMC-RRLYR-20691,RRab,0.5512563,6000.07402,20.469,19.632,0.243
LMC,OGLE-LMC-RRLYR-20692,RRc,0.3112000,6000.02396,19.111,18.740,0.104
LMC,OGLE-LMC-RRLYR-20693,RRab,0.5860859,6000.16703,19.289,18.694,0.415
LMC,OGLE-LMC-RRLYR-20694,RRab,0.5458530,6000.50106,20.570,19.418,0.706
LMC,OGLE-LMC-RRLYR-20695,RRab,0.5102375,6000.23790,19.436,18.888,0.795
LMC,OGLE-LMC-RRLYR-20696,RRab,0.4967035,6000.14993,19.852,19.211,0.575
LMC,OGLE-LMC-RRLYR-20697,RRc,0.3469011,6000.34495,20.218,19.424,0.274
LMC,OGLE-LMC-RRLYR-20698,RRc,0.3621499,6000.07668,19.697,19.059,0.362
LMC,OGLE-LMC-RRLYR-20700,RRc,0.3790324,6000.33569,19.496,18.917,0.254
LMC,OGLE-LMC-RRLYR-20701,RRab,0.6095164,6000.08769,19.221,18.652,0.442
LMC,OGLE-LMC-RRLYR-20702,RRc,0.3375841,6000.21559,19.977,19.315,0.255
LMC,OGLE-LMC-RRLYR-20703,RRab,0.6535600,6000.51919,20.344,19.440,0.184
LMC,OGLE-LMC-RRLYR-20704,RRc,0.3504003,6000.21297,19.368,18.845,0.256
LMC,OGLE-LMC-RRLYR-20705,RRc,0.3482041,6000.15521,19.359,18.764,0.266
LMC,OGLE-LMC-RRLYR-20706,RRab,0.5673938,6000.41152,19.947,19.141,0.576
LMC,OGLE-LMC-RRLYR-20707,RRab,0.5768960,6000.37226,19.396,18.829,0.612
LMC,OGLE-LMC-RRLYR-20709,RRab,0.5946063,6000.20875,19.555,18.907,0.458
LMC,OGLE-LMC-RRLYR-20710,RRab,0.6249855,6000.07155,19.538,18.836,0.447
LMC,OGLE-LMC-RRLYR-20711,RRab,0.6428955,6000.33140,19.096,18.541,0.653
LMC,OGLE-LMC-RRLYR-20712,RRab,0.5687947,6000.38969,21.225,19.842,0.206
LMC,OGLE-LMC-RRLYR-20714,RRc,0.2352369,6000.12204,19.445,19.059,0.239
LMC,OGLE-LMC-RRLYR-20715,RRab,0.6422864,6000.06563,19.428,18.750,0.166
LMC,OGLE-LMC-RRLYR-20716,RRc,0.2866058,6000.01227,19.506,18.947,0.276
LMC,OGLE-LMC-RRLYR-20717,RRab,0.6095362,6000.60748,19.236,18.633,0.569
LMC,OGLE-LMC-RRLYR-20718,RRab,0.6031504,6000.29719,19.320,18.698,0.427
LMC,OGLE-LMC-RRLYR-20719,RRab,0.6253155,6000.01845,19.297,18.676,0.345
LMC,OGLE-LMC-RRLYR-20720,RRab,0.5202834,6000.06514,19.882,19.163,0.118
LMC,OGLE-LMC-RRLYR-20721,RRab,0.4922039,6000.18139,19.395,18.897,0.872
LMC,OGLE-LMC-RRLYR-20722,RRab,0.6154733,6000.57025,19.208,18.667,0.500
LMC,OGLE-LMC-RRLYR-20723,RRab,0.5212195,6000.38296,19.985,19.319,0.743
LMC,OGLE-LMC-RRLYR-20724,RRab,0.5554786,6000.27356,19.806,18.121,0.328
LMC,OGLE-LMC-RRLYR-20725,RRab,0.6361405,6000.30996,19.360,18.661,0.199
LMC,OGLE-LMC-RRLYR-20728,RRab,0.4591745,6000.21613,19.969,19.279,0.727
LMC,OGLE-LMC-RRLYR-20729,RRc,0.3513591,6000.14583,19.401,18.859,0.266
LMC,OGLE-LMC-RRLYR-20730,RRab,0.5330259,6000.26457,19.530,18.844,0.629
LMC,OGLE-LMC-RRLYR-20731,RRc,0.3355774,6000.07109,19.256,18.843,0.314
LMC,OGLE-LMC-RRLYR-20732,RRab,0.5861989,6000.19763,19.266,18.682,0.427
LMC,OGLE-LMC-RRLYR-20733,RRab,0.5769412,6000.17568,20.596,19.543,0.470
LMC,OGLE-LMC-RRLYR-20734,RRc,0.3460517,6000.07424,19.516,18.959,0.319
LMC,OGLE-LMC-RRLYR-20735,RRab,0.6415451,6000.47823,19.344,18.643,0.487
LMC,OGLE-LMC-RRLYR-20736,RRab,0.5846891,6000.34184,19.906,19.116,0.433
LMC,OGLE-LMC-RRLYR-20737,RRab,0.5299119,6000.52711,19.299,18.892,0.815
LMC,OGLE-LMC-RRLYR-20738,RRab,0.4730997,6000.07004,19.505,18.897,0.396
LMC,OGLE-LMC-RRLYR-20739,RRab,0.5762334,6000.34797,19.614,18.947,0.466
LMC,OGLE-LMC-RRLYR-20740,RRab,0.5628875,6000.46292,19.388,18.855,0.607
LMC,OGLE-LMC-RRLYR-20742,RRc,0.2713864,6000.25517,19.789,19.295,0.325
LMC,OGLE-LMC-RRLYR-20743,RRab,0.5046884,6000.40873,19.973,19.307,0.758
LMC,OGLE-LMC-RRLYR-20744,RRc,0.2859951,6000.20822,19.629,19.127,0.239
LMC,OGLE-LMC-RRLYR-20745,RRc,0.3208980,6000.18242,19.412,18.957,0.293
LMC,OGLE-LMC-RRLYR-20746,RRab,0.5533753,6000.04015,19.365,18.791,0.688
LMC,OGLE-LMC-RRLYR-20749,RRc,0.2847195,6000.27872,19.858,19.315,0.229
LMC,OGLE-LMC-RRLYR-20751,RRab,0.6446249,6000.36380,19.032,18.475,0.725
LMC,OGLE-LMC-RRLYR-20752,RRab,0.4863066,6000.03507,20.692,19.642,0.625
LMC,OGLE-LMC-RRLYR-20753,RRab,0.6075428,6000.34825,19.199,18.624,0.473
LMC,OGLE-LMC-RRLYR-20754,RRc,0.3377272,6000.03715,19.738,19.153,0.236
LMC,OGLE-LMC-RRLYR-20756,RRab,0.6008506,6000.41101,20.013,19.139,0.470
LMC,OGLE-LMC-RRLYR-20757,RRab,0.5879313,6000.04653,19.190,18.688,0.850
LMC,OGLE-LMC-RRLYR-20758,RRab,0.5496877,6000.54331,17.858,17.355,0.049
LMC,OGLE-LMC-RRLYR-20760,RRc,0.3340690,6000.20170,19.119,18.846,0.259
LMC,OGLE-LMC-RRLYR-20761,RRc,0.3503866,6000.16390,19.026,18.631,0.277
LMC,OGLE-LMC-RRLYR-20762,RRab,0.3541675,6000.17726,20.128,19.426,0.308
LMC,OGLE-LMC-RRLYR-20763,RRab,0.5592727,6000.50600,20.462,19.507,0.612
LMC,OGLE-LMC-RRLYR-20764,RRab,0.7514930,6000.34850,20.848,19.526,0.234
LMC,OGLE-LMC-RRLYR-20765,RRab,0.6345331,6000.01949,20.244,19.334,0.263
LMC,OGLE-LMC-RRLYR-20766,RRab,0.6104742,6000.53121,21.053,19.858,0.496
LMC,OGLE-LMC-RRLYR-20768,RRab,0.5653859,6000.26037,20.201,19.653,0.698
LMC,OGLE-LMC-RRLYR-20769,RRab,0.6362936,6000.02503,19.004,18.472,0.743
LMC,OGLE-LMC-RRLYR-20770,RRab,0.5969123,6000.41625,20.034,19.171,0.753
LMC,OGLE-LMC-RRLYR-20771,RRab,0.4463367,6000.12357,20.047,19.189,0.490
LMC,OGLE-LMC-RRLYR-20772,RRab,0.5927275,6000.17326,20.052,19.253,0.581
LMC,OGLE-LMC-RRLYR-20773,RRab,0.6534708,6000.18899,19.962,19.168,0.642
LMC,OGLE-LMC-RRLYR-20774,RRab,0.5119971,6000.04766,19.291,18.788,0.787
LMC,OGLE-LMC-RRLYR-20775,RRab,0.5588332,6000.31900,19.312,18.753,0.654
LMC,OGLE-LMC-RRLYR-20776,RRab,0.4862853,6000.40846,20.578,19.621,0.602
LMC,OGLE-LMC-RRLYR-20777,RRab,0.2682068,6000.21655,20.316,19.566,0.733
LMC,OGLE-LMC-RRLYR-20778,RRab,0.6294085,6000.29459,19.982,19.113,0.344
LMC,OGLE-LMC-RRLYR-20779,RRab,0.6002916,6000.59024,19.601,18.902,0.569
LMC,OGLE-LMC-RRLYR-20780,RRab,0.4892897,6000.08646,19.497,18.954,0.555
LMC,OGLE-LMC-RRLYR-20783,RRab,0.5979946,6000.42601,19.749,19.009,0.528
LMC,OGLE-LMC-RRLYR-20784,RRab,0.4821232,6000.29471,18.980,17.981,0.206
LMC,OGLE-LMC-RRLYR-20785,RRab,0.5285870,6000.43707,19.572,18.920,0.652
LMC,OGLE-LMC-RRLYR-20786,RRc,0.3547619,6000.34171,19.361,18.907,0.291
LMC,OGLE-LMC-RRLYR-20787,RRab,0.5187609,6000.07418,19.247,18.789,0.745
LMC,OGLE-LMC-RRLYR-20788,RRc,0.3095097,6000.22454,19.661,19.104,0.285
LMC,OGLE-LMC-RRLYR-20789,RRc,0.3170875,6000.08016,20.138,19.317,0.239
LMC,OGLE-LMC-RRLYR-20790,RRab,0.6405313,6000.02105,17.514,17.229,0.022
LMC,OGLE-LMC-RRLYR-20791,RRab,0.5607543,6000.19020,19.427,18.847,0.515
LMC,OGLE-LMC-RRLYR-20793,RRab,0.5808434,6000.34244,19.423,18.826,0.603
LMC,OGLE-LMC-RRLYR-20794,RRab,0.6167320,6000.30753,19.406,18.792,0.441
LMC,OGLE-LMC-RRLYR-20795,RRab,0.5060530,6000.34847,19.451,18.895,0.595
LMC,OGLE-LMC-RRLYR-20796,RRc,0.2967713,6000.29279,19.372,18.962,0.341
LMC,OGLE-LMC-RRLYR-20798,RRab,0.6135582,6000.59353,19.489,18.767,0.382
LMC,OGLE-LMC-RRLYR-20799,RRab,0.5772913,6000.27685,19.646,19.008,0.622
LMC,OGLE-LMC-RRLYR-20800,RRab,0.5117687,6000.24372,19.287,18.732,0.679
